"ID","prompt","response","set"
11,"علب الصفيح","صنع أدوات كالمسامير","arabic1"
11,"علب الصفيح","حصالة","arabic1"
11,"علب الصفيح","علبة شاحن","arabic1"
11,"علب الصفيح","شاحن","arabic1"
12,"علب الصفيح","حافظة للمال","arabic1"
12,"علب الصفيح","علبة لمحتويات الدراسة","arabic1"
12,"علب الصفيح","الزينة","arabic1"
12,"علب الصفيح","سكين للبيتزا","arabic1"
12,"علب الصفيح","صنع خواتم","arabic1"
12,"علب الصفيح","براية أقلام","arabic1"
12,"علب الصفيح","صفيحة أسفل حلة الطعام","arabic1"
13,"علب الصفيح","إعادة تدوير","arabic1"
13,"علب الصفيح","صنع مشاريع","arabic1"
13,"علب الصفيح","تخزين الطعام","arabic1"
13,"علب الصفيح","بيوت للحيوانات","arabic1"
13,"علب الصفيح","إبتكار أشكال","arabic1"
13,"علب الصفيح","لعب للأطفال","arabic1"
13,"علب الصفيح","وسيلة توصيل","arabic1"
14,"علب الصفيح","صناعة أشكال","arabic1"
14,"علب الصفيح","سلاح للدفاع عن النفس","arabic1"
14,"علب الصفيح","ألعاب","arabic1"
14,"علب الصفيح","التخزين","arabic1"
14,"علب الصفيح","حصالة","arabic1"
14,"علب الصفيح","تقطيع الأشياء","arabic1"
14,"علب الصفيح","بدلة للحروب في القتال","arabic1"
15,"علب الصفيح","أشكال هندسية","arabic1"
15,"علب الصفيح","عمل أطباق","arabic1"
15,"علب الصفيح","يقدم فيها المأكولات","arabic1"
15,"علب الصفيح","عمل تمثال","arabic1"
15,"علب الصفيح","مشاريع توعية الأطفال","arabic1"
15,"علب الصفيح","بيوت للحيوانات","arabic1"
15,"علب الصفيح","عدم رميها في المخلفات","arabic1"
15,"علب الصفيح","عمل إنسان آلي","arabic1"
15,"علب الصفيح","إعادة تدوير السيارات","arabic1"
15,"علب الصفيح","العملات المعدنية","arabic1"
16,"علب الصفيح","مقلمة أقلام","arabic1"
16,"علب الصفيح","زهرية للورود","arabic1"
16,"علب الصفيح","التزين","arabic1"
16,"علب الصفيح","مجسم","arabic1"
16,"علب الصفيح","إعادة تدوير","arabic1"
16,"علب الصفيح","جذامة للأحذية","arabic1"
17,"علب الصفيح","عمل يدوي","arabic1"
17,"علب الصفيح","عمل الحاجات المعلقة","arabic1"
17,"علب الصفيح","عمل بيوت للطيور","arabic1"
17,"علب الصفيح","إعادة تدوير","arabic1"
17,"علب الصفيح","عمل الأثاث في المنزل كنجفة","arabic1"
17,"علب الصفيح","مصادرتها للأسواق مره أحري","arabic1"
17,"علب الصفيح","الوصول لمادة كيميائية  للحفاظ عليها","arabic1"
17,"علب الصفيح","الوصلات الكهربائية","arabic1"
17,"علب الصفيح","تخزين الطعام","arabic1"
17,"علب الصفيح","عمل مواسير للبيوت","arabic1"
17,"علب الصفيح","لوحة أثرية","arabic1"
17,"علب الصفيح","تساعد الأمهات في المطبخ","arabic1"
18,"علب الصفيح","تخزين المواد الغذائية","arabic1"
18,"علب الصفيح","حفظ المواد المعدنية","arabic1"
18,"علب الصفيح","إعادة تدوير","arabic1"
18,"علب الصفيح","التقطيع","arabic1"
18,"علب الصفيح","تخزين الأشياء","arabic1"
18,"علب الصفيح","حفظ الإكسسوارات","arabic1"
18,"علب الصفيح","تخزين الأموال","arabic1"
18,"علب الصفيح","صناعة العديد من الأشياء","arabic1"
18,"علب الصفيح","يضع بها الماء","arabic1"
18,"علب الصفيح","في أشياء المطبخ","arabic1"
20,"علب الصفيح","في جمع القمامات","arabic1"
20,"علب الصفيح","إعادة تدوير","arabic1"
20,"علب الصفيح","في جمع لعب الأطفال","arabic1"
20,"علب الصفيح","تخزين الطعام","arabic1"
20,"علب الصفيح","زرع أشجار فيها","arabic1"
20,"علب الصفيح","ديكور","arabic1"
20,"علب الصفيح","مقلمة","arabic1"
20,"علب الصفيح","حصالة","arabic1"
20,"علب الصفيح","تعبئة الجبنة","arabic1"
20,"علب الصفيح","وضع العسل فيها","arabic1"
20,"علب الصفيح","تعبئة المياة الغازية","arabic1"
21,"علب الصفيح","إعادة تدوير","arabic1"
21,"علب الصفيح","سلة قمامة","arabic1"
21,"علب الصفيح","إناء للزرع","arabic1"
21,"علب الصفيح","صندوق","arabic1"
21,"علب الصفيح","صناعة صفائح أخري","arabic1"
21,"علب الصفيح","أسوار مؤقتة","arabic1"
21,"علب الصفيح","طرق إبتكارية للكهرباء","arabic1"
21,"علب الصفيح","وضع المواد الغازية","arabic1"
21,"علب الصفيح","تخزين الماء","arabic1"
21,"علب الصفيح","تخزين الحبوب","arabic1"
23,"علب الصفيح","إستخدمها في المطبخ","arabic1"
23,"علب الصفيح","الزينة","arabic1"
23,"علب الصفيح","مقلمة","arabic1"
23,"علب الصفيح","عمل باب صفيح","arabic1"
23,"علب الصفيح","نجزأها ونضعه علي التلفاز","arabic1"
23,"علب الصفيح","التصليح","arabic1"
23,"علب الصفيح","أشكال أخري معدنية","arabic1"
23,"علب الصفيح","نضع بها بواقي الأشياء","arabic1"
23,"علب الصفيح","نضع بها أشياء ونوزعها علي الفقراء","arabic1"
23,"علب الصفيح","إناء لأكل الحيوانات والطيور","arabic1"
23,"علب الصفيح","تصليح الأشياء التالفة","arabic1"
23,"علب الصفيح","لعب للأطفال","arabic1"
23,"علب الصفيح","إستخدمها في منتجات العناية","arabic1"
24,"علب الصفيح","إعادة تدوير","arabic1"
24,"علب الصفيح","إناء للزراعة","arabic1"
24,"علب الصفيح","الزينة","arabic1"
24,"علب الصفيح","وضع أدوات الخياطة بها","arabic1"
24,"علب الصفيح","حافظة أقلام","arabic1"
24,"علب الصفيح","أشكال كمفاتيح أو زهور","arabic1"
24,"علب الصفيح","ساند للهاتف","arabic1"
25,"علب الصفيح","إعادة تدوير","arabic1"
25,"علب الصفيح","الزينة","arabic1"
25,"علب الصفيح","إناء للزراعة","arabic1"
25,"علب الصفيح","وضع الزهور فيها","arabic1"
25,"علب الصفيح","وضع الطعام فيها","arabic1"
25,"علب الصفيح","مقلمة","arabic1"
25,"علب الصفيح","ديكور","arabic1"
25,"علب الصفيح","يضع فيها الهاتف المحمول","arabic1"
26,"علب الصفيح","تخزين البقوليات","arabic1"
26,"علب الصفيح","حافظة للإكسسوارات","arabic1"
26,"علب الصفيح","وضع الشمع فيها","arabic1"
26,"علب الصفيح","مقلمة","arabic1"
26,"علب الصفيح","تحويلها لمصباح","arabic1"
26,"علب الصفيح","أناء للزراعة","arabic1"
26,"علب الصفيح","حامل للمعالق","arabic1"
26,"علب الصفيح","ألعاب للأطفال","arabic1"
26,"علب الصفيح","الزينة","arabic1"
26,"علب الصفيح","ديكور","arabic1"
26,"علب الصفيح","منظم لأدوات الحمام","arabic1"
26,"علب الصفيح","سلة مهملات","arabic1"
27,"علب الصفيح","إعادة تدوير","arabic1"
27,"علب الصفيح","صناعة علب هدايا","arabic1"
27,"علب الصفيح","مجسمات للأطفال","arabic1"
27,"علب الصفيح","صناديق القمامة","arabic1"
27,"علب الصفيح","ديكور المنزل","arabic1"
27,"علب الصفيح","حصالة","arabic1"
27,"علب الصفيح","أشكال منها شكل حروف لتعليم الاطفال","arabic1"
27,"علب الصفيح","إكسسوارات","arabic1"
27,"علب الصفيح","مقاعد","arabic1"
27,"علب الصفيح","تخزين الطعام","arabic1"
29,"علب الصفيح","الزينة","arabic1"
29,"علب الصفيح","إناء للزراعة","arabic1"
29,"علب الصفيح","إعادة تدوير","arabic1"
29,"علب الصفيح","منظم للأقلام","arabic1"
29,"علب الصفيح","تحويلها إلي مصباح","arabic1"
29,"علب الصفيح","إناء للزراعة","arabic1"
29,"علب الصفيح","سلة للقمامة","arabic1"
29,"علب الصفيح","صناعة منضدة","arabic1"
29,"علب الصفيح","إستخدمها لطهي الطعام","arabic1"
29,"علب الصفيح","مطفئة للحريق","arabic1"
31,"علب الصفيح","دولاب","arabic1"
31,"علب الصفيح","حصالة","arabic1"
31,"علب الصفيح","تخزين الطعام","arabic1"
31,"علب الصفيح","أسطوانات وأشكال","arabic1"
31,"علب الصفيح","صناعة الشمع","arabic1"
31,"علب الصفيح","قالب","arabic1"
31,"علب الصفيح","ديكور","arabic1"
31,"علب الصفيح","كرسي أو منضدة","arabic1"
31,"علب الصفيح","يعرض عليها الخرائط","arabic1"
31,"علب الصفيح","إستخدامها كسبورة","arabic1"
31,"علب الصفيح","ساعة حائط","arabic1"
31,"علب الصفيح","شباك","arabic1"
31,"علب الصفيح","مرايا","arabic1"
31,"علب الصفيح","أداة حادة أو سكينة","arabic1"
31,"علب الصفيح","مروحة","arabic1"
31,"علب الصفيح","الزينة","arabic1"
31,"علب الصفيح","أدوات في المطبخ","arabic1"
31,"علب الصفيح","حامل للأدوات","arabic1"
31,"علب الصفيح","رف للكتب","arabic1"
31,"علب الصفيح","أباجورة","arabic1"
32,"علب الصفيح","تخزين الطعام","arabic1"
32,"علب الصفيح","إعادة تدوير","arabic1"
32,"علب الصفيح","الزينة","arabic1"
32,"علب الصفيح","إناء للزراعة","arabic1"
32,"علب الصفيح","لعب الأطفال","arabic1"
32,"علب الصفيح","تدخل في صناعة السيارات","arabic1"
32,"علب الصفيح","ديكور","arabic1"
32,"علب الصفيح","حوض للأسماك","arabic1"
33,"علب الصفيح","عمل منها شموع","arabic1"
33,"علب الصفيح","مقلمة","arabic1"
33,"علب الصفيح","منظم لأدوات  المطبخ","arabic1"
33,"علب الصفيح","مسجل أغاني مثل الكاسيت","arabic1"
33,"علب الصفيح","ديكور","arabic1"
33,"علب الصفيح","حافظة","arabic1"
33,"علب الصفيح","لعب للأطفال","arabic1"
33,"علب الصفيح","تشكيلها لحروف","arabic1"
33,"علب الصفيح","إناء للزراعة","arabic1"
34,"علب الصفيح","مقلمة","arabic1"
34,"علب الصفيح","علبة للأقلام","arabic1"
34,"علب الصفيح","إناء للحيوانات والطيور","arabic1"
34,"علب الصفيح","إعادة تدوير","arabic1"
34,"علب الصفيح","علبة هدايا","arabic1"
34,"علب الصفيح","تستخدم في المطبخ","arabic1"
34,"علب الصفيح","ألعاب","arabic1"
34,"علب الصفيح","توصيل الكهرباء","arabic1"
34,"علب الصفيح","إناء للزراعة","arabic1"
35,"علب الصفيح","إعادة تدوير","arabic1"
35,"علب الصفيح","عمل أدوات دراسية","arabic1"
35,"علب الصفيح","ديكور","arabic1"
35,"علب الصفيح","حصالة","arabic1"
35,"علب الصفيح","أشكال مختلفة","arabic1"
35,"علب الصفيح","تعبئة بعض المنتجات الغذائية","arabic1"
35,"علب الصفيح","كأحد مواد صناعة الحديد","arabic1"
35,"علب الصفيح","أدوات المنزل","arabic1"
35,"علب الصفيح","ألعاب للأطفال","arabic1"
35,"علب الصفيح","للتصدير للخارج","arabic1"
35,"علب الصفيح","إناء للزراعة","arabic1"
38,"علب الصفيح","إعادة تدوير","arabic1"
38,"علب الصفيح","حفظ المواد المختلفة","arabic1"
38,"علب الصفيح","الزينة","arabic1"
38,"علب الصفيح","وضع الشمعة فيها للإنارة","arabic1"
38,"علب الصفيح","مقلمة أقلام","arabic1"
38,"علب الصفيح","لعب الأطفال","arabic1"
38,"علب الصفيح","حفظ الطعام","arabic1"
40,"علب الصفيح","وضع بها نوع من الكريمات","arabic1"
40,"علب الصفيح","عمل الطعام","arabic1"
40,"علب الصفيح","استخدامها للجلوس","arabic1"
40,"علب الصفيح","في التنظيف","arabic1"
40,"علب الصفيح","إناء للزراعة","arabic1"
40,"علب الصفيح","الزينة","arabic1"
40,"علب الصفيح","تخزين القمح","arabic1"
40,"علب الصفيح","تزين الحائط","arabic1"
40,"علب الصفيح","حمل الأشياء","arabic1"
40,"علب الصفيح","أشكال تفرح الاطفال","arabic1"
40,"علب الصفيح","عمل كرة سلة","arabic1"
40,"علب الصفيح","أداة لعمل الطعام","arabic1"
40,"علب الصفيح","حافظة للأشياء","arabic1"
40,"علب الصفيح","غرفة ملاهي للأطفال","arabic1"
40,"علب الصفيح","تخزين الاشياء","arabic1"
41,"علب الصفيح","إعادة تدوير","arabic1"
41,"علب الصفيح","صندوق تبرعات","arabic1"
41,"علب الصفيح","الزينة","arabic1"
41,"علب الصفيح","أداة لمصباح","arabic1"
41,"علب الصفيح","شمعة بداخلها للإضاءة","arabic1"
41,"علب الصفيح","حافظة سكاكين أو ملاعق","arabic1"
41,"علب الصفيح","مقلاة أو شواية","arabic1"
41,"علب الصفيح","لعب للأطفال","arabic1"
41,"علب الصفيح","أداة تقطيع","arabic1"
41,"علب الصفيح","حافظة أدوات","arabic1"
42,"علب الصفيح","صندوق هدايا","arabic1"
42,"علب الصفيح","إعادة تدوير","arabic1"
42,"علب الصفيح","طرق للتعليم الاطفال بعض الاشياء","arabic1"
42,"علب الصفيح","تكوين مربعات وأشياء","arabic1"
42,"علب الصفيح","الاستخدامات المنزلية","arabic1"
42,"علب الصفيح","استخدامها في بعض المصانع","arabic1"
42,"علب الصفيح","حافظة  للأشياء","arabic1"
42,"علب الصفيح","عمل الأطعمة","arabic1"
42,"علب الصفيح","مقلمة","arabic1"
42,"علب الصفيح","في الشارع","arabic1"
42,"علب الصفيح","الزينة","arabic1"
42,"علب الصفيح","مكعبات للأطفال","arabic1"
42,"علب الصفيح","عمل شنطة","arabic1"
43,"علب الصفيح","أشياء جميلة","arabic1"
43,"علب الصفيح","لعب للأطفال","arabic1"
43,"علب الصفيح","سلة قمامة","arabic1"
43,"علب الصفيح","مقلمة","arabic1"
43,"علب الصفيح","إناء لطعام الحيوانات","arabic1"
43,"علب الصفيح","في الشوارع لإلقاء المخلفات","arabic1"
43,"علب الصفيح","نضع بها الكتب","arabic1"
43,"علب الصفيح","الزينة","arabic1"
43,"علب الصفيح","ألعاب للأطفال","arabic1"
43,"علب الصفيح","إناء للزراعة","arabic1"
43,"علب الصفيح","نضع فيها مياة","arabic1"
44,"علب الصفيح","بيوت صغيرة للأطفال","arabic1"
44,"علب الصفيح","حمع المواد","arabic1"
44,"علب الصفيح","صناعة آلات حادة","arabic1"
44,"علب الصفيح","أشكال","arabic1"
44,"علب الصفيح","ألعاب","arabic1"
44,"علب الصفيح","حافظة أشياء","arabic1"
44,"علب الصفيح","حصالة","arabic1"
44,"علب الصفيح","الزينة","arabic1"
45,"علب الصفيح","إعادة تدوير","arabic1"
45,"علب الصفيح","إعادة بيعها","arabic1"
45,"علب الصفيح","أشكال","arabic1"
45,"علب الصفيح","سبائك الفضة","arabic1"
45,"علب الصفيح","لعب الأطفال","arabic1"
45,"علب الصفيح","صناعة الإكسسوارات","arabic1"
45,"علب الصفيح","ضوضاء","arabic1"
45,"علب الصفيح","في صناعة السيارات","arabic1"
45,"علب الصفيح","صناعة أرفف","arabic1"
45,"علب الصفيح","صناعة الصفائح الكبيرة","arabic1"
45,"علب الصفيح","صناعة المفاتيح","arabic1"
45,"علب الصفيح","صناعة الميداليات","arabic1"
45,"علب الصفيح","حماية الأشياء","arabic1"
45,"علب الصفيح","أيدي صفيح للأشياء","arabic1"
45,"علب الصفيح","عقارب الساعات","arabic1"
45,"علب الصفيح","كقابض","arabic1"
45,"علب الصفيح","بديلة لأدوات التنبية","arabic1"
45,"علب الصفيح","في صناعة مطفئة الحريق","arabic1"
45,"علب الصفيح","صناعة الموسير","arabic1"
45,"علب الصفيح","أدراج صفيح","arabic1"
45,"علب الصفيح","الزينة","arabic1"
45,"علب الصفيح","تستخدم كقالب","arabic1"
45,"علب الصفيح","بقايا أشياء","arabic1"
50,"علب الصفيح","تخزين البقوليات","arabic1"
50,"علب الصفيح","في مكونات المطبخ","arabic1"
50,"علب الصفيح","حفظ أدوات الخياطة","arabic1"
50,"علب الصفيح","حامل معالق في المطبخ","arabic1"
50,"علب الصفيح","حافظة إكسسوارات","arabic1"
50,"علب الصفيح","تجميع مكعباب الاطفال","arabic1"
50,"علب الصفيح","حصالة","arabic1"
50,"علب الصفيح","الزينة","arabic1"
50,"علب الصفيح","وضع فيها الشموع","arabic1"
50,"علب الصفيح","الزراعة","arabic1"
50,"علب الصفيح","مصباح إضاءة","arabic1"
50,"علب الصفيح","مقلمة","arabic1"
50,"علب الصفيح","ادوات المطبخ","arabic1"
50,"علب الصفيح","حصالة نقود","arabic1"
50,"علب الصفيح","أدوات المدرسة","arabic1"
51,"علب الصفيح","حصالة","arabic1"
51,"علب الصفيح","إعادة تدوير","arabic1"
51,"علب الصفيح","تخزين السمن أو الزيت","arabic1"
51,"علب الصفيح","مقلمة","arabic1"
51,"علب الصفيح","أدوات المطبخ","arabic1"
51,"علب الصفيح","أدوات المهام","arabic1"
51,"علب الصفيح","الزينة","arabic1"
51,"علب الصفيح","إكسسوارات","arabic1"
51,"علب الصفيح","تجميع مكعبات الأطفال","arabic1"
51,"علب الصفيح","تخزين الفول والبقوليات","arabic1"
51,"علب الصفيح","حامل للمعالق في المطبخ","arabic1"
51,"علب الصفيح","وضع بها الشموع","arabic1"
51,"علب الصفيح","إناء للزراعة","arabic1"
52,"علب الصفيح","ألواح لتغطية الأسطح","arabic1"
52,"علب الصفيح","حفظ الأطعمة","arabic1"
52,"علب الصفيح","صناعة قطع السيارات","arabic1"
52,"علب الصفيح","أشكال إبداعية","arabic1"
52,"علب الصفيح","أثاث مثل كرسي أو منضدة","arabic1"
52,"علب الصفيح","حفظ المعلبات مثل الألبان","arabic1"
52,"علب الصفيح","ديكور","arabic1"
52,"علب الصفيح","في المطبخ","arabic1"
52,"علب الصفيح","في المشروبات بدلا من الأكواب","arabic1"
52,"علب الصفيح","تحف فنية","arabic1"
52,"علب الصفيح","شكل حذاء بدل من الجلد","arabic1"
52,"علب الصفيح","أطباق  المطبخ","arabic1"
52,"علب الصفيح","ديكور الحمام","arabic1"
54,"علب الصفيح","طبق طائر","arabic1"
54,"علب الصفيح","حصالة","arabic1"
54,"علب الصفيح","صناعة سلم","arabic1"
54,"علب الصفيح","سلة مهملات","arabic1"
54,"علب الصفيح","ألعاب الأطفال","arabic1"
54,"علب الصفيح","الزينة","arabic1"
54,"علب الصفيح","أرجوحة","arabic1"
54,"علب الصفيح","أباجورة","arabic1"
54,"علب الصفيح","حقيبة","arabic1"
56,"علب الصفيح","مقلمة","arabic1"
56,"علب الصفيح","تخزين الأشياء","arabic1"
56,"علب الصفيح","وضع الإسعافات الأولية بها","arabic1"
56,"علب الصفيح","إناء للزراعة","arabic1"
56,"علب الصفيح","حصالة","arabic1"
56,"علب الصفيح","الزينة","arabic1"
56,"علب الصفيح","أداة تقطيع","arabic1"
56,"علب الصفيح","بيت للحيوانات","arabic1"
56,"علب الصفيح","مزهرية","arabic1"
56,"علب الصفيح","في الحمام لوضع الفرشة  والمعجون","arabic1"
56,"علب الصفيح","تخزين البهارات في المطبخ","arabic1"
56,"علب الصفيح","تسخين المياة","arabic1"
56,"علب الصفيح","صناعة بعض الإكسسوارات","arabic1"
56,"علب الصفيح","تخزين الطعام","arabic1"
56,"علب الصفيح","صنلعة بعض الأواني","arabic1"
56,"علب الصفيح","حامل للأدوات في المطبخ","arabic1"
56,"علب الصفيح","جراب الموبايل","arabic1"
58,"علب الصفيح","إعادة تدوير","arabic1"
58,"علب الصفيح","صناديق القمامة","arabic1"
58,"علب الصفيح","إناء للزراعة","arabic1"
58,"علب الصفيح","صناعة غطاء","arabic1"
58,"علب الصفيح","إناء للحيوانات والطيور","arabic1"
58,"علب الصفيح","رمي المخلفات بها","arabic1"
58,"علب الصفيح","مراوح لطاقة الرياح","arabic1"
58,"علب الصفيح","صنع غطاء للمواسير","arabic1"
60,"علب الصفيح","سلة مهملات","arabic1"
60,"علب الصفيح","مقلمة","arabic1"
60,"علب الصفيح","الزينة","arabic1"
60,"علب الصفيح","كجهاز أو مسجل","arabic1"
60,"علب الصفيح","حصالة","arabic1"
62,"علب الصفيح","إعادة تدوير","arabic1"
62,"علب الصفيح","إعادة بيعها","arabic1"
62,"علب الصفيح","إناء للزراعة","arabic1"
62,"علب الصفيح","حصالة","arabic1"
62,"علب الصفيح","سلة قمامة","arabic1"
62,"علب الصفيح","طرق إبتكارية للكهرباء","arabic1"
62,"علب الصفيح","مقلمة","arabic1"
62,"علب الصفيح","تخزين وحفظ الطعام","arabic1"
63,"علب الصفيح","إعادة تدوير","arabic1"
63,"علب الصفيح","عمل البلاستك","arabic1"
63,"علب الصفيح","صنع مواد  النظافة","arabic1"
63,"علب الصفيح","أشكال  مختلفة","arabic1"
63,"علب الصفيح","عمل مشروع مدرسي","arabic1"
63,"علب الصفيح","صناعة أدوات المدرسة","arabic1"
63,"علب الصفيح","الزينة","arabic1"
63,"علب الصفيح","فازة أو مزهرية","arabic1"
63,"علب الصفيح","ألعاب الأطفال","arabic1"
63,"علب الصفيح","تعبئة المنتجات","arabic1"
63,"علب الصفيح","صناعة الأجهزة كالتلفاز","arabic1"
63,"علب الصفيح","صناعة اللوحات","arabic1"
63,"علب الصفيح","صناعة الزجاج","arabic1"
64,"علب الصفيح","مقلمة","arabic1"
64,"علب الصفيح","حصالة","arabic1"
64,"علب الصفيح","سلة قمامة","arabic1"
64,"علب الصفيح","إناء للزراعة","arabic1"
64,"علب الصفيح","تخزين الأشياء","arabic1"
64,"علب الصفيح","اللعب","arabic1"
64,"علب الصفيح","عمل مجسمات","arabic1"
64,"علب الصفيح","حفظ الطعام","arabic1"
64,"علب الصفيح","حفظ أشياء المدرسة","arabic1"
64,"علب الصفيح","ألعاب الأطفال","arabic1"
64,"علب الصفيح","عمل مكتب","arabic1"
65,"علب الصفيح","صندوق تبرعات","arabic1"
65,"علب الصفيح","إعادة تدوير","arabic1"
65,"علب الصفيح","مصباح ووضع شمعة بها","arabic1"
65,"علب الصفيح","سكين","arabic1"
65,"علب الصفيح","شواية","arabic1"
65,"علب الصفيح","ألعاب الأطفال","arabic1"
65,"علب الصفيح","مقلمة","arabic1"
65,"علب الصفيح","حافظة للأدوات","arabic1"
66,"علب الصفيح","إعادة تدوير","arabic1"
66,"علب الصفيح","أدوات للطعام","arabic1"
66,"علب الصفيح","إناء لطعام للحيوانات والطيور","arabic1"
66,"علب الصفيح","إناء ماء للعصافير","arabic1"
66,"علب الصفيح","تخزين وحفظ الطعام","arabic1"
66,"علب الصفيح","العب الأطفال","arabic1"
66,"علب الصفيح","في ورشات الميكانيكا","arabic1"
66,"علب الصفيح","إناء لطعام القطط في الشارع","arabic1"
66,"علب الصفيح","حفظ البن والزيت","arabic1"
66,"علب الصفيح","حوض أسماك","arabic1"
67,"علب الصفيح","علب الكانز","arabic1"
67,"علب الصفيح","إطارات السيارات","arabic1"
67,"علب الصفيح","أكواب الشاي","arabic1"
67,"علب الصفيح","إعادة تدوير","arabic1"
67,"علب الصفيح","أواني المنازل","arabic1"
67,"علب الصفيح","أشياء عديدة","arabic1"
67,"علب الصفيح","مطفئة حريق","arabic1"
67,"علب الصفيح","ألعاب الأطفال","arabic1"
67,"علب الصفيح","تخزين الطعام","arabic1"
67,"علب الصفيح","صناعة الثلاجات","arabic1"
67,"علب الصفيح","كرسي","arabic1"
67,"علب الصفيح","صناعة الأعمدة","arabic1"
67,"علب الصفيح","المزخرفات والصور","arabic1"
67,"علب الصفيح","إعادة تدوير","arabic1"
67,"علب الصفيح","قناع للوقاية من الحريق","arabic1"
68,"علب الصفيح","حصالة أموال","arabic1"
68,"علب الصفيح","الزينة","arabic1"
68,"علب الصفيح","مقلمة","arabic1"
68,"علب الصفيح","حفظ الطعام","arabic1"
68,"علب الصفيح","عمل اللانش بوكس","arabic1"
68,"علب الصفيح","صندوق لحفظ الاوراق","arabic1"
68,"علب الصفيح","مقاعد للجلوس","arabic1"
68,"علب الصفيح","منظم للأحذية","arabic1"
68,"علب الصفيح","إناء للزراعة","arabic1"
68,"علب الصفيح","حفظ الأدوية","arabic1"
68,"علب الصفيح","حفظ المواد الكيميائية","arabic1"
68,"علب الصفيح","أبجورة","arabic1"
68,"علب الصفيح","سقف لبعض الأسطح","arabic1"
68,"علب الصفيح","عمل الشبابيك","arabic1"
68,"علب الصفيح","نقل الحيوانات صغيرة الحجم","arabic1"
69,"علب الصفيح","حصالة أموال","arabic1"
69,"علب الصفيح","في تربية الحيوانات والطيور","arabic1"
69,"علب الصفيح","إناء للزراعة","arabic1"
69,"علب الصفيح","إعادة تدوير","arabic1"
69,"علب الصفيح","أشكال","arabic1"
69,"علب الصفيح","عمل سدود في الأنهار بدلامن الأحجار","arabic1"
69,"علب الصفيح","سلة قمامة","arabic1"
71,"علب الصفيح","جمع  العلب وإرسالها لمصانع متخصصة","arabic1"
