"ID","prompt","response","set"
18,"steen","Wond","dutch4"
18,"steen","Ziekenhuis","dutch4"
18,"steen","Ziekenhuis","dutch4"
18,"steen","Zitplaats","dutch4"
18,"steen","Zitplaats","dutch4"
18,"steen","Zitten","dutch4"
18,"steen","Zitten","dutch4"
19,NA,NA,"dutch4"
20,"steen","Afzetting","dutch4"
20,"steen","Afzetting","dutch4"
20,"steen","Aquaduct","dutch4"
20,"steen","Aquaduct","dutch4"
20,"steen","Beschilderen","dutch4"
20,"steen","Beschilderen","dutch4"
20,"steen","Beschutting","dutch4"
20,"steen","Beschutting","dutch4"
20,"steen","Graffiti","dutch4"
20,"steen","Graffiti","dutch4"
20,"steen","Hersens inslaan","dutch4"
20,"steen","Hersens inslaan","dutch4"
20,"steen","Hoogte cre<eb>ren","dutch4"
20,"steen","Hoogte cre<eb>ren","dutch4"
20,"steen","Huis","dutch4"
20,"steen","Huis","dutch4"
20,"steen","Muur","dutch4"
20,"steen","Muur","dutch4"
20,"steen","Raam inslaan","dutch4"
20,"steen","Raam inslaan","dutch4"
20,"steen","Tuin aanleggen","dutch4"
20,"steen","Tuin aanleggen","dutch4"
20,"steen","Tunnel","dutch4"
20,"steen","Tunnel","dutch4"
21,NA,NA,"dutch4"
22,"steen","Bakstenen schilderen","dutch4"
22,"steen","Bakstenen schilderen","dutch4"
22,"steen","Bouwen","dutch4"
22,"steen","Bouwen","dutch4"
22,"steen","Cement","dutch4"
22,"steen","Cement","dutch4"
22,"steen","Een brug van maken","dutch4"
22,"steen","Een brug van maken","dutch4"
22,"steen","Een ijzersterk en van bouwen","dutch4"
22,"steen","Een ijzersterk en van bouwen","dutch4"
22,"steen","Een pizza oven","dutch4"
22,"steen","Een pizza oven","dutch4"
22,"steen","Een put van bouwen","dutch4"
22,"steen","Een put van bouwen","dutch4"
22,"steen","Fabrieken","dutch4"
22,"steen","Fabrieken","dutch4"
22,"steen","Filtreren van vervuild bv","dutch4"
22,"steen","Filtreren van vervuild bv","dutch4"
22,"steen","Gooien","dutch4"
22,"steen","Gooien","dutch4"
22,"steen","Gooien","dutch4"
22,"steen","Gooien","dutch4"
22,"steen","Grindpad van maken","dutch4"
22,"steen","Grindpad van maken","dutch4"
22,"steen","Huis van bouwen","dutch4"
22,"steen","Huis van bouwen","dutch4"
22,"steen","In het water gooien","dutch4"
22,"steen","In het water gooien","dutch4"
22,"steen","Kinderkopjes","dutch4"
22,"steen","Kinderkopjes","dutch4"
22,"steen","Muur","dutch4"
22,"steen","Muur","dutch4"
22,"steen","Pad","dutch4"
22,"steen","Pad","dutch4"
22,"steen","Politie","dutch4"
22,"steen","Politie","dutch4"
22,"steen","Rood poster van maken","dutch4"
22,"steen","Rood poster van maken","dutch4"
22,"steen","Schilderen","dutch4"
22,"steen","Schilderen","dutch4"
22,"steen","Schoorsteen","dutch4"
22,"steen","Schoorsteen","dutch4"
22,"steen","Steenfabriek","dutch4"
22,"steen","Steenfabriek","dutch4"
22,"steen","Toren van maken","dutch4"
22,"steen","Toren van maken","dutch4"
22,"steen","Verf van maken","dutch4"
22,"steen","Verf van maken","dutch4"
22,"steen","Vorm van nemen en er een brood uit bakken","dutch4"
22,"steen","Vorm van nemen en er een brood uit bakken","dutch4"
22,"steen","Weg","dutch4"
22,"steen","Weg","dutch4"
22,"steen","Weg van bouwen","dutch4"
22,"steen","Weg van bouwen","dutch4"
23,"steen","Als afzetting","dutch4"
23,"steen","Als afzetting","dutch4"
23,"steen","Als blokkade","dutch4"
23,"steen","Als blokkade","dutch4"
23,"steen","Als deur open houder","dutch4"
23,"steen","Als deur open houder","dutch4"
23,"steen","Als gewicht gebruiken","dutch4"
23,"steen","Als gewicht gebruiken","dutch4"
23,"steen","Als kunstopject","dutch4"
23,"steen","Als kunstopject","dutch4"
23,"steen","Als meubel","dutch4"
23,"steen","Als meubel","dutch4"
23,"steen","Als muur","dutch4"
23,"steen","Als muur","dutch4"
23,"steen","Als onderzetter","dutch4"
23,"steen","Als onderzetter","dutch4"
23,"steen","Als opstapje","dutch4"
23,"steen","Als opstapje","dutch4"
23,"steen","Als opstapje","dutch4"
23,"steen","Als opstapje","dutch4"
23,"steen","Als steengrill","dutch4"
23,"steen","Als steengrill","dutch4"
23,"steen","Als wapen","dutch4"
23,"steen","Als wapen","dutch4"
23,"steen","Gewicht","dutch4"
23,"steen","Gewicht","dutch4"
23,"steen","Muur voor een huis","dutch4"
23,"steen","Muur voor een huis","dutch4"
23,"steen","Wapen","dutch4"
23,"steen","Wapen","dutch4"
24,"steen","als gooi object","dutch4"
24,"steen","als gooi object","dutch4"
24,"steen","als kunst","dutch4"
24,"steen","als kunst","dutch4"
24,"steen","als tafeltje","dutch4"
24,"steen","als tafeltje","dutch4"
24,"steen","lamp","dutch4"
24,"steen","lamp","dutch4"
24,"steen","nachtkastje","dutch4"
24,"steen","nachtkastje","dutch4"
24,"steen","op iets zodat het niet wegvliegt","dutch4"
24,"steen","op iets zodat het niet wegvliegt","dutch4"
24,"steen","stoel","dutch4"
24,"steen","stoel","dutch4"
25,"steen","Als decoratie gebruiken","dutch4"
25,"steen","Als decoratie gebruiken","dutch4"
25,"steen","Decoratie","dutch4"
25,"steen","Decoratie","dutch4"
25,"steen","Deurstopper","dutch4"
25,"steen","Deurstopper","dutch4"
25,"steen","Een bord voor een hipster restaurant","dutch4"
25,"steen","Een bord voor een hipster restaurant","dutch4"
25,"steen","Een huis bouwen","dutch4"
25,"steen","Een huis bouwen","dutch4"
25,"steen","Gooien","dutch4"
25,"steen","Gooien","dutch4"
25,"steen","Huis","dutch4"
25,"steen","Huis","dutch4"
25,"steen","Muur","dutch4"
25,"steen","Muur","dutch4"
25,"steen","Soort van schuurpapier","dutch4"
25,"steen","Soort van schuurpapier","dutch4"
25,"steen","Verhoging","dutch4"
25,"steen","Verhoging","dutch4"
26,NA,NA,"dutch4"
27,NA,NA,"dutch4"
28,"steen","bouwpakket","dutch4"
28,"steen","bouwpakket","dutch4"
28,"steen","cement bouwpakket","dutch4"
28,"steen","cement bouwpakket","dutch4"
28,"steen","cementen voetbal","dutch4"
28,"steen","cementen voetbal","dutch4"
28,"steen","deurstopper","dutch4"
28,"steen","deurstopper","dutch4"
28,"steen","grote mensen lego","dutch4"
28,"steen","grote mensen lego","dutch4"
28,"steen","grote mensen lego","dutch4"
28,"steen","grote mensen lego","dutch4"
28,"steen","huis bouw bestanddeel","dutch4"
28,"steen","huis bouw bestanddeel","dutch4"
28,"steen","huisbestanddeel","dutch4"
28,"steen","huisbestanddeel","dutch4"
28,"steen","huisbouwcel","dutch4"
28,"steen","huisbouwcel","dutch4"
28,"steen","mineralen steen","dutch4"
28,"steen","mineralen steen","dutch4"
28,"steen","mineralen toevoeging","dutch4"
28,"steen","mineralen toevoeging","dutch4"
28,"steen","schoenen","dutch4"
28,"steen","schoenen","dutch4"
28,"steen","spelen","dutch4"
28,"steen","spelen","dutch4"
28,"steen","stenen voetbal","dutch4"
28,"steen","stenen voetbal","dutch4"
28,"steen","thuis gewichtheffen","dutch4"
28,"steen","thuis gewichtheffen","dutch4"
28,"steen","toren bouwen","dutch4"
28,"steen","toren bouwen","dutch4"
28,"steen","vandalen apparaat","dutch4"
28,"steen","vandalen apparaat","dutch4"
28,"steen","zelf bouwen","dutch4"
28,"steen","zelf bouwen","dutch4"
28,"steen","zink hulpstuk","dutch4"
28,"steen","zink hulpstuk","dutch4"
29,"steen","bouwen","dutch4"
29,"steen","bouwen","dutch4"
29,"steen","gebruiken als onderzetter","dutch4"
29,"steen","gebruiken als onderzetter","dutch4"
29,"steen","huis","dutch4"
29,"steen","huis","dutch4"
29,"steen","iemands hersens inslaan","dutch4"
29,"steen","iemands hersens inslaan","dutch4"
29,"steen","kapot maken","dutch4"
29,"steen","kapot maken","dutch4"
29,"steen","mee gooien","dutch4"
29,"steen","mee gooien","dutch4"
29,"steen","muur","dutch4"
29,"steen","muur","dutch4"
29,"steen","overgooien","dutch4"
29,"steen","overgooien","dutch4"
29,"steen","ruit ingooien","dutch4"
29,"steen","ruit ingooien","dutch4"
29,"steen","stoepkrijten","dutch4"
29,"steen","stoepkrijten","dutch4"
29,"steen","straat","dutch4"
29,"steen","straat","dutch4"
29,"steen","timmeren","dutch4"
29,"steen","timmeren","dutch4"
30,"steen","breken","dutch4"
30,"steen","breken","dutch4"
30,"steen","dingen mee fijn malen","dutch4"
30,"steen","dingen mee fijn malen","dutch4"
30,"steen","dingen mee kapot maken","dutch4"
30,"steen","dingen mee kapot maken","dutch4"
30,"steen","huis bouwen","dutch4"
30,"steen","huis bouwen","dutch4"
30,"steen","noten kraken","dutch4"
30,"steen","noten kraken","dutch4"
30,"steen","ruit in gooien","dutch4"
30,"steen","ruit in gooien","dutch4"
30,"steen","verplaatsen","dutch4"
30,"steen","verplaatsen","dutch4"
30,"steen","verschuiven","dutch4"
30,"steen","verschuiven","dutch4"
31,"steen","als achtergrond","dutch4"
31,"steen","als achtergrond","dutch4"
31,"steen","Bouwen","dutch4"
31,"steen","Bouwen","dutch4"
31,"steen","Bouwen","dutch4"
31,"steen","Bouwen","dutch4"
31,"steen","bouwvakkers","dutch4"
31,"steen","bouwvakkers","dutch4"
31,"steen","Bouwvakkers","dutch4"
31,"steen","Bouwvakkers","dutch4"
31,"steen","Cement","dutch4"
31,"steen","Cement","dutch4"
31,"steen","Doorbreken","dutch4"
31,"steen","Doorbreken","dutch4"
31,"steen","gewichtheffen","dutch4"
31,"steen","gewichtheffen","dutch4"
31,"steen","glas mee stuk gooien","dutch4"
31,"steen","glas mee stuk gooien","dutch4"
31,"steen","hijskran","dutch4"
31,"steen","hijskran","dutch4"
31,"steen","Huis","dutch4"
31,"steen","Huis","dutch4"
31,"steen","In oude gebouwen als muur","dutch4"
31,"steen","In oude gebouwen als muur","dutch4"
31,"steen","metselen","dutch4"
31,"steen","metselen","dutch4"
31,"steen","Metselen","dutch4"
31,"steen","Metselen","dutch4"
31,"steen","Muur","dutch4"
31,"steen","Muur","dutch4"
31,"steen","Muur","dutch4"
31,"steen","Muur","dutch4"
31,"steen","Neerleggen","dutch4"
31,"steen","Neerleggen","dutch4"
31,"steen","Neerleggen","dutch4"
31,"steen","Neerleggen","dutch4"
31,"steen","Niet brandbaar","dutch4"
31,"steen","Niet brandbaar","dutch4"
31,"steen","Ouderwets","dutch4"
31,"steen","Ouderwets","dutch4"
31,"steen","Ouderwetse muren in opvanghuizen","dutch4"
31,"steen","Ouderwetse muren in opvanghuizen","dutch4"
31,"steen","Scheiding","dutch4"
31,"steen","Scheiding","dutch4"
31,"steen","scheiding tussen twee huizen","dutch4"
31,"steen","scheiding tussen twee huizen","dutch4"
31,"steen","schutting","dutch4"
31,"steen","schutting","dutch4"
31,"steen","Schutting","dutch4"
31,"steen","Schutting","dutch4"
31,"steen","Stapelen","dutch4"
31,"steen","Stapelen","dutch4"
31,"steen","Zwaar","dutch4"
31,"steen","Zwaar","dutch4"
31,"steen","Zwaar","dutch4"
31,"steen","Zwaar","dutch4"
32,NA,NA,"dutch4"
33,"steen","bouwen","dutch4"
33,"steen","bouwen","dutch4"
33,"steen","gooien","dutch4"
33,"steen","gooien","dutch4"
33,"steen","iets verzwaren","dutch4"
33,"steen","iets verzwaren","dutch4"
33,"steen","mes slijpen","dutch4"
33,"steen","mes slijpen","dutch4"
33,"steen","metselen","dutch4"
33,"steen","metselen","dutch4"
33,"steen","op zitten","dutch4"
33,"steen","op zitten","dutch4"
33,"steen","schuren","dutch4"
33,"steen","schuren","dutch4"
33,"steen","vastzetten tegen wind","dutch4"
33,"steen","vastzetten tegen wind","dutch4"
34,"steen","beschilderen","dutch4"
34,"steen","beschilderen","dutch4"
34,"steen","domino spel","dutch4"
34,"steen","domino spel","dutch4"
34,"steen","huis bouwen","dutch4"
34,"steen","huis bouwen","dutch4"
34,"steen","muur bouwen","dutch4"
34,"steen","muur bouwen","dutch4"
34,"steen","presse papier","dutch4"
34,"steen","presse papier","dutch4"
34,"steen","straatje leggen","dutch4"
34,"steen","straatje leggen","dutch4"
34,"steen","ver gooi wedstrijd","dutch4"
34,"steen","ver gooi wedstrijd","dutch4"
34,"steen","voorkomen dat auto wegrolt (of caravan)","dutch4"
34,"steen","voorkomen dat auto wegrolt (of caravan)","dutch4"
35,NA,NA,"dutch4"
36,"steen","afrastering","dutch4"
36,"steen","afrastering","dutch4"
36,"steen","bouwen","dutch4"
36,"steen","bouwen","dutch4"
36,"steen","bouwen","dutch4"
36,"steen","bouwen","dutch4"
36,"steen","bouwsels","dutch4"
36,"steen","bouwsels","dutch4"
36,"steen","constructie","dutch4"
36,"steen","constructie","dutch4"
36,"steen","gebouw","dutch4"
36,"steen","gebouw","dutch4"
36,"steen","gebouw","dutch4"
36,"steen","gebouw","dutch4"
36,"steen","huis","dutch4"
36,"steen","huis","dutch4"
36,"steen","huis","dutch4"
36,"steen","huis","dutch4"
36,"steen","huisvesting","dutch4"
36,"steen","huisvesting","dutch4"
36,"steen","klei","dutch4"
36,"steen","klei","dutch4"
36,"steen","legoblokken","dutch4"
36,"steen","legoblokken","dutch4"
36,"steen","legoblokken","dutch4"
36,"steen","legoblokken","dutch4"
36,"steen","metselen","dutch4"
36,"steen","metselen","dutch4"
36,"steen","metselen","dutch4"
36,"steen","metselen","dutch4"
36,"steen","meubilair","dutch4"
36,"steen","meubilair","dutch4"
36,"steen","muur","dutch4"
36,"steen","muur","dutch4"
36,"steen","muur","dutch4"
36,"steen","muur","dutch4"
36,"steen","onderdak","dutch4"
36,"steen","onderdak","dutch4"
36,"steen","ontwerpen","dutch4"
36,"steen","ontwerpen","dutch4"
36,"steen","oven","dutch4"
36,"steen","oven","dutch4"
36,"steen","rivier (klei","dutch4"
36,"steen","rivier (klei","dutch4"
36,"steen","rood","dutch4"
36,"steen","rood","dutch4"
36,"steen","steenfabriek","dutch4"
36,"steen","steenfabriek","dutch4"
36,"steen","straat","dutch4"
36,"steen","straat","dutch4"
36,"steen","voegen","dutch4"
36,"steen","voegen","dutch4"
36,"steen","wegen","dutch4"
36,"steen","wegen","dutch4"
37,"steen","Afscheiding maken op grond","dutch4"
37,"steen","Afscheiding maken op grond","dutch4"
37,"steen","Beschilderen","dutch4"
37,"steen","Beschilderen","dutch4"
37,"steen","Gooien","dutch4"
37,"steen","Gooien","dutch4"
37,"steen","Tafelpoot verhogen","dutch4"
37,"steen","Tafelpoot verhogen","dutch4"
38,"steen","als boksbal","dutch4"
38,"steen","als boksbal","dutch4"
38,"steen","als hamer","dutch4"
38,"steen","als hamer","dutch4"
38,"steen","als wapen","dutch4"
38,"steen","als wapen","dutch4"
38,"steen","gooien","dutch4"
38,"steen","gooien","dutch4"
38,"steen","huis bouwen","dutch4"
38,"steen","huis bouwen","dutch4"
38,"steen","metselen","dutch4"
38,"steen","metselen","dutch4"
39,"steen","Bouwen","dutch4"
39,"steen","Bouwen","dutch4"
39,"steen","Contragewicht","dutch4"
