"ID","prompt","response","set","lab","rater1","rater2","rater3","rater4"
11,"ceinture","Ceinture qui nous permet de voler",11,6,3,5,4,NA
11,"ceinture","Ceinture qui s'anime et se promène dans la salle comme un animal de compagnie",11,6,3,5,5,NA
11,"ceinture","On la secoue vers un objet (en la tenant par un bout) et celui-ci devient comestible",11,6,3,5,4,NA
11,"ceinture","Peut s'étirer à l'infini pour faire des grandes cordes. Pratique pour les enfants qui veulent faire de la corde à sauter",11,6,1,5,5,NA
11,"ceinture","porte cadre",10,6,3,1,3,NA
11,"ceinture","Rend invisible",11,6,4,5,4,NA
11,"ceinture","Un porte cintres",10,6,3,1,3,NA
11,"ceinture","un serre-livre",10,6,2,1,2,NA
11,"ceinture","une attelle",10,6,2,1,2,NA
11,"ceinture","Une laisse",10,6,2,1,1,NA
12,"brouette","Aller faire ses courses",11,6,1,2,1,NA
12,"brouette","Décoration",10,6,2,1,1,NA
12,"brouette","Faire un lit pour animal",11,6,1,2,2,NA
12,"brouette","Faire une course de brouette",11,6,3,1,2,NA
12,"brouette","Faire une petite piscine",11,6,2,1,2,NA
12,"brouette","Mare",10,6,3,1,2,NA
12,"brouette","Monter dessus à l'envers comme un escabeau",11,6,3,1,2,NA
12,"brouette","Planter des fleurs dedans",11,6,1,2,2,NA
12,"brouette","Porter ses enfants",11,6,1,1,1,NA
12,"brouette","Pot de fleurs",10,6,3,1,1,NA
12,"brouette","Poussette",10,6,2,1,2,NA
12,"brouette","Transport d'enfants",10,6,1,1,1,NA
12,"brouette","Transport écologique si tracté par quelqu'un",10,6,1,1,3,NA
12,"ceinture","Accrocher un hamac à un arbre",11,6,3,3,4,NA
12,"ceinture","Anse de sac",10,6,1,1,1,NA
12,"ceinture","Bloquer ses jambes pour sauter (jeu)",11,6,5,3,3,NA
12,"ceinture","Faire un garrot",11,6,2,1,1,NA
12,"ceinture","Faire un lasso",11,6,1,2,2,NA
12,"ceinture","Faire un lien avec une autre pour s'évader",11,6,3,3,2,NA
12,"ceinture","Faire un treuil",11,6,5,3,3,NA
12,"ceinture","Serrer des paquets",11,6,3,2,2,NA
12,"ceinture","Tendeurs",10,6,4,1,3,NA
13,"brouette","Ascenseur avec une poulie (brouette attachée)",11,6,4,4,5,NA
13,"brouette","Bac à fleur",10,6,1,1,1,NA
13,"brouette","Comme luge",11,6,2,1,3,NA
13,"brouette","Objet de décoration",10,6,2,1,1,NA
13,"brouette","Remorque derrière une voiture",11,6,3,2,3,NA
13,"brouette","Transports de matériaux",10,6,1,1,1,NA
13,"brouette","Transports de personnes",10,6,1,1,1,NA
13,"ceinture","Comme garrot",11,6,2,1,1,NA
13,"ceinture","Comme instrument de mesure",11,6,3,2,2,NA
13,"ceinture","Faire un garrot",10,6,2,1,1,NA
13,"ceinture","Lien entre voiture et remorque",11,6,3,2,4,NA
13,"ceinture","Tenir un pantalon/ jupe",10,6,1,1,1,NA
14,"brouette","Comme une luge, sur la route",11,6,2,1,3,NA
14,"brouette","outil de jardinier",10,6,1,1,1,NA
14,"brouette","Pour faire ses courses",11,6,1,2,1,NA
14,"brouette","Pour ranger plus rapidement les jouets d'enfants éparpillés dans la chambre",11,6,3,2,4,NA
14,"brouette","Pour transporter des nuages d'un endroit à un autre",11,6,1,4,5,NA
14,"brouette","Pour transporter ses bagages au lieu d'une valise à roulette",11,6,1,1,3,NA
14,"brouette","Pour transporter son bébé",11,6,1,1,1,NA
14,"ceinture","Comme un fouet pour dompter les liens",11,6,1,3,2,NA
14,"ceinture","Comme un lasso",11,6,1,4,2,NA
14,"ceinture","Comme une écharpe",11,6,4,2,2,NA
14,"ceinture","Pour attacher un ballon gonflé à l'hélium",11,6,4,4,4,NA
14,"ceinture","Pour faire un paquet cadeau",11,6,5,3,3,NA
14,"ceinture","Pour jouer à l'élastique comme les enfants",11,6,2,2,3,NA
14,"ceinture","Pour porter des livres ensemble",11,6,3,3,3,NA
14,"ceinture","Pour sauter à la corde",11,6,1,1,2,NA
14,"ceinture","Pour tenir le pantalon autour de la cheville pour faire du vélo",11,6,5,3,4,NA
14,"ceinture",NA,10,6,NA,NA,NA,NA
15,"brouette","Boîte à rangement",11,6,3,3,2,NA
15,"brouette","En faire un pot de fleurs en décoration",10,6,2,1,2,NA
15,"brouette","Faire des courses de personnes",10,6,1,1,1,NA
15,"brouette","Porter des courses",10,6,1,1,1,NA
15,"brouette","Porter des personnes",10,6,1,1,1,NA
15,"brouette","Pour s'asseoir si retournée",11,6,2,1,1,NA
15,"brouette","Sert pour tenir une porte ouverte",11,6,4,3,3,NA
15,"brouette","Transporter quelqu'un",11,6,1,1,1,NA
15,"ceinture","Accrocher un transat",10,6,2,3,2,NA
15,"ceinture","Attacher quelqu'un",11,6,2,1,1,NA
15,"ceinture","Faire tenir un objet",11,6,2,2,1,NA
15,"ceinture","Faire un garrot",11,6,2,1,1,NA
15,"ceinture","Fouetter quelqu'un",10,6,1,1,1,NA
15,"ceinture","Maintenir des choses sur son vélo",10,6,2,1,2,NA
15,"ceinture","Serrer une valise",10,6,1,1,1,NA
16,"brouette","Caddie pour les courses",11,6,1,2,1,NA
16,"brouette","Chaise de jardin",11,6,2,2,2,NA
16,"brouette","Décoration dans une maison comme meuble",11,6,1,2,2,NA
16,"brouette","Pot de fleur sympa",11,6,1,1,1,NA
16,"brouette","Poussette",11,6,1,1,1,NA
16,"brouette","Ramasser feuille",10,6,1,1,2,NA
16,"brouette","Ramener de chez les voisins des personnes alcoolisé",10,6,3,4,4,NA
16,"brouette","Ramener du bois",10,6,1,1,1,NA
16,"brouette","Transport pour les ordures exemple le verre",10,6,1,1,2,NA
16,"ceinture","Attache gilet ou manteau",10,6,2,1,1,NA
16,"ceinture","Attache rideau",10,6,4,1,3,NA
16,"ceinture","Bijou",11,6,1,2,1,NA
16,"ceinture","Ceinture de voiture",11,6,1,1,1,NA
16,"ceinture","Circlips",10,6,3,4,5,NA
16,"ceinture","Collier pour chien",10,6,2,1,1,NA
16,"ceinture","Laisse pour les chiens",11,6,1,2,1,NA
16,"ceinture","Lanière de sac",11,6,2,1,1,NA
16,"ceinture","Maintient enfant sur chaise",10,6,1,1,2,NA
16,"ceinture","Support écharpe",10,6,2,1,2,NA
17,"brouette","Bac à plantes",10,6,1,1,1,NA
17,"brouette","Déplacer de la terre",10,6,1,1,1,NA
17,"brouette","Déplacer des valises ou autres objets d'un point à un autre",10,6,2,1,2,NA
17,"brouette","Promener des enfants",10,6,1,1,1,NA
17,"brouette","Une brouette qui apparaîtrait comme par magie, quand on aura fait trop de courses dans le supermarché, et nous permettrait de se soulager et elle se conduirait toute seule",11,6,1,5,5,NA
17,"brouette","Une brouette qui avec un volant servirait de première voiture pour les enfants",11,6,2,4,4,NA
17,"brouette","Une brouette qui permettrait de s'envoler, elle permettrait de voler au dessus des maisons pour voir le ciel",11,6,3,5,5,NA
17,"ceinture","Accrocher",10,6,2,1,1,NA
17,"ceinture","Différencier l'apprentissage",10,6,NA,NA,NA,NA
17,"ceinture","Faire un garrot",10,6,2,1,1,NA
17,"ceinture","Fermer un kimono",10,6,1,2,2,NA
17,"ceinture","Fermer une valise",10,6,1,1,1,NA
17,"ceinture","Tenir un pantalon",10,6,1,1,1,NA
17,"ceinture","Une ceinture qui peut attraper les objets lointains pour les personne avec des difficultés motrices",11,6,3,4,5,NA
17,"ceinture","Une ceinture qui pourrait s'adapter à la couleur que l'on souhaite dans une tenue. Avec des récepteurs, de capter la couleur qui va le mieux avec notre tenue",11,6,5,5,5,NA
18,"brouette","Faire pousser une fleur (avec graines et terre)",11,6,1,2,2,NA
18,"brouette","Mettre les détritus à l'intérieur puis la laisser aux éboueurs pour faciliter la tâche",11,6,1,3,4,NA
18,"brouette","Peux aussi servir de décoration avec des plantes dedans dans un jardin",10,6,2,1,2,NA
18,"brouette","Transporter des choses voir des êtres humains",10,6,1,1,2,NA
18,"brouette","Transporter un enfant dans une brouette pour l'amuser",11,6,1,2,2,NA
18,"ceinture","Découpage Pour en faire deux",10,6,3,1,3,NA
18,"ceinture","Fermer la bouche des enfants avec une mini-ceinture",11,6,4,4,3,NA
18,"ceinture","Fermer le frigo quand celui-ci a une porte cassée à l'aide d'une ceinture géante et solide",11,6,5,4,4,NA
18,"ceinture","Limites sur un jeu",10,6,2,2,3,NA
18,"ceinture","Utiliser l'embout de la ceinture comme clé",11,6,5,4,3,NA
18,"ceinture","Utiliser la ceinture comme instrument de musique",11,6,5,4,3,NA
19,"brouette","Course de brouette",10,6,1,1,1,NA
19,"brouette","Décoration de jardin",10,6,2,1,1,NA
19,"brouette","Faire deux trous pour les jambes et mettre un enfant dedans pour qu'il puisse marcher",11,6,2,4,4,NA
19,"brouette","Jardinage",10,6,1,1,1,NA
19,"brouette","La retourner et la peindre et faire des chenilles avec (ou des escargots)",11,6,5,1,5,NA
19,"brouette","Mettre quelqu'un dedans pour faire une course",11,6,1,1,2,NA
19,"brouette","Travaux",10,6,1,1,1,NA
19,"ceinture","Attacher un pantalon",10,6,1,1,1,NA
19,"ceinture","Faire tenir des livres ensemble",10,6,1,1,1,NA
19,"ceinture","Garrot",10,6,1,1,1,NA
19,"ceinture","Jeu érotique",10,6,1,1,3,NA
19,"ceinture","Un garrot",11,6,2,1,1,NA
19,"ceinture","Un lasso",11,6,1,1,2,NA
19,"ceinture","Un moyen de faire un claquement sourd pour faire peur",11,6,3,2,5,NA
19,"ceinture","Un objet de mode (autour de la cuisse)",11,6,1,2,2,NA
19,"ceinture","Un serre-tête",11,6,3,2,2,NA
19,"ceinture","Une catapulte",11,6,5,5,3,NA
19,"ceinture","Une corde pour se hisser dessus",11,6,1,2,3,NA
20,"brouette","balançoire",10,6,3,5,4,NA
20,"brouette","Barrière",11,6,5,2,2,NA
20,"brouette","berceau",10,6,3,3,2,NA
20,"brouette","fauteuil",10,6,2,1,1,NA
20,"brouette","Fauteuil",11,6,2,1,1,NA
20,"brouette","la d'eau",10,6,3,2,3,NA
20,"brouette","Lit d'enfant",11,6,1,1,1,NA
20,"brouette","marchepied pour être plus grand",11,6,2,1,3,NA
20,"brouette","porte manteau",10,6,3,1,2,NA
20,"brouette","pot de fleur",10,6,3,1,1,NA
20,"brouette","Pot de fleur",11,6,1,1,1,NA
20,"brouette","seau à glace",10,6,3,4,3,NA
20,"brouette","Table basse",11,6,2,1,2,NA
20,"brouette","Transport",10,6,1,1,1,NA
20,"ceinture","Fouet",11,6,1,1,1,NA
20,"ceinture","Laisse pour chien",11,6,1,2,1,NA
20,"ceinture","Lasso de cow-boy",11,6,1,3,3,NA
20,"ceinture","Pantalon",10,6,1,1,1,NA
20,"ceinture","Pot de fleur",11,6,5,4,3,NA
20,"ceinture","Règle",11,6,3,2,2,NA
20,"ceinture","robe",10,6,1,1,1,NA
21,"bouteille","distributeur de pâtes, céréales",8,4,5,3,2,3
21,"bouteille","luminaire",8,4,4,2,2,2
21,"bouteille","musique",8,4,4,2,2,3
21,"bouteille","pieds de tabouret",8,4,5,5,4,3
21,"bouteille","support de lampe",8,4,4,3,2,2
21,"bouteille","vase",8,4,2,2,2,2
21,"brouette","Caddie",11,6,1,1,1,NA
21,"brouette","Décoration",10,6,2,1,1,NA
21,"brouette","Faire un écrasé de beaucoup de pommes de terre",11,6,4,4,5,NA
21,"brouette","Jouet",10,6,1,1,1,NA
21,"brouette","Moyen de transport",11,6,1,1,1,NA
21,"brouette","Poussette",11,6,1,1,1,NA
21,"brouette","Table",10,6,3,1,1,NA
21,"brouette","Véhicule",10,6,2,1,1,NA
21,"ceinture","Attacher ses cheveux",11,6,2,2,1,NA
21,"ceinture","Balançoire",10,6,3,3,2,NA
21,"ceinture","Boucher un tuyau en mettant en boule la ceinture",11,6,5,4,4,NA
21,"ceinture","Courroie",10,6,4,3,3,NA
21,"ceinture","Engrenage",10,6,3,3,2,NA
21,"ceinture","Faire un garrot",11,6,2,1,1,NA
21,"ceinture","Frapper quelqu'un",11,6,2,3,1,NA
21,"ceinture","Garrot",10,6,1,1,1,NA
21,"ceinture","Luge",10,6,3,5,3,NA
21,"ceinture","Servir de corde de secours",11,6,1,2,2,NA
21,"couteau","aiguille d'horloge",8,4,4,4,2,4
21,"couteau","décoration",8,4,4,3,2,2
21,"couteau","jonglerie",8,4,3,3,3,3
21,"couteau","sculpter",8,4,2,2,3,2
21,"pneu","balançoire",8,4,3,2,2,2
21,"pneu","cache-pot",8,4,5,2,3,3
21,"pneu","cale (voiture)",8,4,2,3,3,3
21,"pneu","décoration",8,4,3,3,2,2
21,"pneu","jeu",8,4,3,3,2,2
21,"pneu","siège",8,4,2,3,3,2
22,"bouteille","abat-jour",8,4,4,4,2,3
22,"bouteille","aquarium",8,4,4,5,2,3
22,"bouteille","ballon",8,4,5,4,2,4
22,"bouteille","bocal",8,4,2,3,2,2
22,"bouteille","emporte-pièce",8,4,4,4,4,3
22,"bouteille","Entonnoir",8,4,3,3,2,3
22,"bouteille","haltère",8,4,3,2,2,3
22,"bouteille","objet à lancer",8,4,2,2,1,2
22,"bouteille","relais (course)",8,4,3,4,4,4
22,"bouteille","rouleau à patisserie",8,4,5,4,3,3
22,"bouteille","support décoratif",8,4,3,2,2,2
22,"bouteille","support pour maintenir une feuille",8,4,2,4,5,4
22,"brouette","Comme grand plat",11,6,2,2,3,NA
22,"brouette","Comme lavabo",11,6,3,2,2,NA
22,"brouette","Comme lit pour bébé",11,6,1,1,2,NA
22,"brouette","Objet de décoration",11,6,1,1,1,NA
22,"brouette","Pour faire des courses",11,6,1,1,1,NA
22,"brouette","Ranger des choses",11,6,3,1,1,NA
22,"brouette","S'en servir comme tabouret",11,6,2,1,1,NA
22,"brouette","Un bateau",10,6,2,1,3,NA
22,"brouette","Un lit",10,6,3,2,1,NA
22,"brouette","Un miroir",10,6,3,4,4,NA
22,"brouette","Un robot Transformers",10,6,4,5,5,NA
22,"brouette","Un toboggan",10,6,3,3,4,NA
22,"brouette","Une cabane",10,6,3,1,3,NA
22,"brouette","Une catapulte",10,6,3,4,4,NA
22,"brouette","Une piscine",10,6,3,2,1,NA
22,"brouette","Une piste d'envol",10,6,3,3,4,NA
22,"ceinture","Accrocher quelque chose",11,6,3,1,1,NA
22,"ceinture","Comme support de dessin",11,6,5,3,3,NA
22,"ceinture","Faire un pendentif",11,6,5,4,2,NA
22,"ceinture","Faire une guirlande",11,6,4,3,3,NA
22,"ceinture","Jouer au cheval",10,6,2,1,2,NA
22,"ceinture","Pour tenir des bougies",11,6,4,4,4,NA
22,"ceinture","S'en servir de cadre",11,6,3,2,3,NA
22,"ceinture","Tracer un mur",10,6,4,4,3,NA
22,"ceinture","Un arc",10,6,3,3,4,NA
22,"ceinture","Un collier",10,6,2,1,1,NA
22,"ceinture","Un enclos",10,6,3,3,3,NA
22,"ceinture","Une couronne",10,6,3,1,4,NA
22,"ceinture","Une cravate",10,6,3,1,4,NA
22,"ceinture","Une ligne de course",10,6,3,1,3,NA
22,"couteau","cuillère (si on utilise le côté non coupant)",8,4,2,2,2,2
22,"couteau","fléchette",8,4,3,3,2,2
22,"couteau","javelot",8,4,3,3,2,3
22,"couteau","Pour casser un œuf",8,4,2,2,5,3
22,"couteau","pour écrire sur du bois",8,4,2,2,3,2
22,"couteau","règle",8,4,5,4,4,4
22,"couteau","toupie",8,4,4,3,1,3
22,"pneu","bracelet",8,4,4,4,2,2
22,"pneu","cerceau",8,4,2,3,2,2
22,"pneu","cheval",8,4,2,1,1,1
22,"pneu","décoration",8,4,4,3,2,2
22,"pneu","haltère",8,4,2,2,2,3
22,"pneu","jouet",8,4,3,3,2,2
22,"pneu","marchepieds",8,4,3,3,4,4
22,"pneu","pied de table",8,4,4,4,3,3
22,"pneu","réutiliser le caoutchouc",8,4,4,3,2,2
22,"pneu","roue",8,4,1,1,1,1
22,"pneu","siège",8,4,2,3,3,2
23,"bouteille","pelle",8,4,5,5,2,4
23,"bouteille","porte message",8,4,3,3,2,2
23,"bouteille","récipient",8,4,1,2,1,1
23,"bouteille","recyclage, l'écraser ou la casser",8,4,3,1,4,2
23,"bouteille","sculpture après avoir découpé en morceaux",8,4,4,4,3,4
23,"bouteille","vase pour des fleurs",8,4,2,2,2,2
23,"brouette","Comme moyen pour promener des enfants",11,6,2,2,2,NA
23,"brouette","emmener les enfants à l'école",10,6,3,3,3,NA
23,"brouette","faire un siège en la remplissant de coussins",10,6,3,3,3,NA
23,"brouette","Pour décorer, posée dans un jardin",11,6,1,1,1,NA
23,"ceinture","Attacher ou serrer quelque chose avec",11,6,2,2,1,NA
23,"ceinture","Détourner comme étant un fouet",11,6,1,3,2,NA
23,"ceinture","en la tortillant faire un bracelet de force",10,6,3,1,2,NA
23,"ceinture","faire un cadre pour la photo de sa grand-mère",10,6,3,5,4,NA
23,"ceinture","faire un collier (sautoir)",10,6,2,1,2,NA
23,"ceinture","la couper en petits morceaux pour faire des porte-couteaux",10,6,3,5,5,NA
23,"ceinture","remplacer la courroie de distribution sur le moteur d'un véhicule",10,6,3,2,4,NA
23,"ceinture","trainer son chien",10,6,2,1,2,NA
23,"couteau","arme",8,4,1,1,2,1
23,"couteau","bricolage",8,4,3,2,2,2
23,"couteau","cadeau pour un proche",8,4,4,1,2,2
23,"couteau","couper du bois",8,4,1,2,3,1
23,"couteau","cuisiner",8,4,1,1,1,1
23,"couteau","décoration",8,4,4,3,2,2
23,"couteau","jongler",8,4,4,3,3,3
23,"couteau","le transformer en aiguille d'une horloge",8,4,3,4,2,4
23,"couteau","manger",8,4,1,1,1,1
23,"couteau","ouvrir une serrure",8,4,3,2,3,2
23,"pneu","balançoire",8,4,3,2,3,2
23,"pneu","bibendum taille réelle",8,4,3,5,1,3
23,"pneu","bouée",8,4,2,2,3,2
23,"pneu","cabane",8,4,3,4,3,4
23,"pneu","gomme",8,4,1,5,2,3
23,"pneu","instrument de musique",8,4,5,5,2,3
23,"pneu","jeu",8,4,3,3,2,2
23,"pneu","matériau d'isolation",8,4,3,4,4,4
23,"pneu","roue pour rongeur",8,4,3,4,3,3
23,"pneu","voiture",8,4,1,1,1,1
24,"bouteille","amplificateur de voix ou de son",8,4,3,4,3,4
