"ID","prompt","response","set"
1839,"נעל","כדור להתמסרות","hebrew1"
1292,"נעל","סירה לבובות","hebrew1"
1292,"נעל","עציץ","hebrew1"
1292,"נעל","להרוג חרקים","hebrew1"
1815,"נעל","כוס בירה","hebrew1"
1815,"נעל","אדנית פרחים","hebrew1"
1815,"נעל","קערת קורנפלקס","hebrew1"
1815,"נעל","מודד מהירות רוח","hebrew1"
1815,"נעל","כפפה","hebrew1"
1106,"נעל","כלי נשק","hebrew1"
1106,"נעל","מתלה תכשיטים","hebrew1"
1106,"נעל","פסל","hebrew1"
1610,"נעל","לתופף איתה","hebrew1"
1610,"נעל","לפתוח בקבוק יין","hebrew1"
1610,"נעל","להשתמש בשרוך לאיסוף השיער","hebrew1"
1610,"נעל","עציץ","hebrew1"
1647,"נעל","עציץ","hebrew1"
1647,"נעל","מעצור לדלת","hebrew1"
1647,"נעל","פריט עיצוב לבית","hebrew1"
1647,"נעל","משקולת נייר","hebrew1"
1647,"נעל","לזרוק על מישהו","hebrew1"
1647,"נעל","ליצור הדפס צעדים","hebrew1"
765,"נעל","לתלות על הרכב אחרי החתונה","hebrew1"
1889,"נעל","מתלה תכשיטים","hebrew1"
1889,"נעל","כוס","hebrew1"
1892,"נעל","כפפה","hebrew1"
1892,"נעל","ריפוד לספה","hebrew1"
1892,"נעל","כדור יד","hebrew1"
1892,"נעל","צמיג לאופניים","hebrew1"
717,"נעל","משקולת נייר","hebrew1"
717,"נעל","מחאה נגד פוליטיקאים","hebrew1"
717,"נעל","מחזיק בקבוק יין","hebrew1"
1631,"נעל","לנעול אותם על הרגליים","hebrew1"
1631,"נעל","מאפרה","hebrew1"
1631,"נעל","עציץ","hebrew1"
1631,"נעל","להרוג חרקים","hebrew1"
1631,"נעל","כלי נגינה","hebrew1"
1631,"נעל","לחפור איתן בחול","hebrew1"
1904,"נעל","מעצור לדלת","hebrew1"
1904,"נעל","אדנית פרחים","hebrew1"
1904,"נעל","לתופף איתה","hebrew1"
1904,"נעל","מיטה לחיה קטנה","hebrew1"
1904,"נעל","כלי הגשה לאוכל","hebrew1"
1904,"נעל","זריקה לרוחק","hebrew1"
1902,"נעל","אדנית פרחים","hebrew1"
1902,"נעל","משפך מים להשקיית פרחים","hebrew1"
1903,"נעל","לחפור איתן בחול","hebrew1"
1903,"נעל","סירה לבובות","hebrew1"
1903,"נעל","אדנית פרחים","hebrew1"
1905,"נעל","לזרוק על מתג האור על מנת לכבות אותו בלילה כשאין כוח לקום עד אליו","hebrew1"
1905,"נעל","גירוש זבובים","hebrew1"
1905,"נעל","עציץ","hebrew1"
1905,"נעל","משפך מים להשקיית פרחים","hebrew1"
1906,"נעל","להרוג חרקים","hebrew1"
1906,"נעל","לסקול מישהו","hebrew1"
1906,"נעל","כוס","hebrew1"
1906,"נעל","ליצור הדפס צעדים","hebrew1"
1906,"נעל","לבלבל גששים עם טביעות נעליים מזויפות","hebrew1"
1598,"נעל","להרוג חרקים","hebrew1"
1598,"נעל","עציץ","hebrew1"
1816,"נעל","אדנית פרחים","hebrew1"
1816,"נעל","אחסון לגרביים בנסיעה","hebrew1"
1816,"נעל","ליצור הדפס צעדים","hebrew1"
1816,"נעל","להשתמש בשרוכים כחגורה","hebrew1"
1824,"נעל","להרוג חרקים","hebrew1"
1824,"נעל","מחבוא","hebrew1"
1824,"נעל","כלי הגשה לאוכל","hebrew1"
1824,"נעל","משקולת נייר","hebrew1"
1824,"נעל","פסל","hebrew1"
1824,"נעל","אדנית פרחים","hebrew1"
1901,"נעל","עציץ","hebrew1"
1901,"נעל","פסל","hebrew1"
1901,"נעל","דלי צבע","hebrew1"
1901,"נעל","אקווריום דגים","hebrew1"
1901,"נעל","לתלות על הרכב אחרי החתונה","hebrew1"
1901,"נעל","כפפה","hebrew1"
1901,"נעל","בובת ידיים","hebrew1"
1901,"נעל","למחוא כפיים בחוזקה","hebrew1"
1901,"נעל","לסקול מישהו","hebrew1"
1901,"נעל","כלי נשק","hebrew1"
1901,"נעל","להרוג חרקים","hebrew1"
250,"נעל","לזרוק על מישהו","hebrew1"
250,"נעל","אדנית פרחים","hebrew1"
250,"נעל","להחביא את המפתח של הדירה","hebrew1"
250,"נעל","מעצור לדלת","hebrew1"
1686,"נעל","לנעול אותם על הרגליים","hebrew1"
1686,"נעל","עציץ","hebrew1"
1686,"נעל","לחנך ילד","hebrew1"
1686,"נעל","בית לאוגר","hebrew1"
1798,"נעל","להרוג חרקים","hebrew1"
1798,"נעל","כפפה","hebrew1"
1895,"נעל","מחבוא","hebrew1"
1895,"נעל","לתופף איתה","hebrew1"
1895,"נעל","עציץ","hebrew1"
1514,"נעל","לנעול אותם על הרגליים","hebrew1"
1514,"נעל","מחבוא","hebrew1"
1514,"נעל","אדנית פרחים","hebrew1"
1514,"נעל","מעצור לדלת","hebrew1"
1514,"נעל","כלי נשק","hebrew1"
1514,"נעל","לזרוק על משהו גבוה כדי להוריד אותו למטה","hebrew1"
1812,"נעל","עציץ","hebrew1"
1812,"נעל","מעמד לסכו""ם","hebrew1"
1781,"נעל","אקווריום דגים","hebrew1"
1781,"נעל","פסל","hebrew1"
1781,"נעל","לשים על הידיים ולעשות הליכת ידיים","hebrew1"
1883,"נעל","עציץ","hebrew1"
1883,"נעל","מתלה תכשיטים","hebrew1"
1526,"נעל","עציץ","hebrew1"
1526,"נעל","צעצוע לכלב","hebrew1"
1526,"נעל","להרוג חרקים","hebrew1"
825,"נעל","סירה לבובות","hebrew1"
825,"נעל","זריקה לרוחק","hebrew1"
825,"נעל","בובת ידיים","hebrew1"
825,"נעל","פסל","hebrew1"
825,"נעל","אדנית פרחים","hebrew1"
825,"נעל","כלי אוכל לציפורים","hebrew1"
1836,"נעל","מעצור לדלת","hebrew1"
1836,"נעל","להרוג חרקים","hebrew1"
1836,"נעל","משקולת נייר","hebrew1"
1836,"נעל","להשתמש בשרוכים כחגורה","hebrew1"
392,"נעל","מחמם אוזניים","hebrew1"
392,"נעל","בית לאוגר","hebrew1"
392,"נעל","זריקה לרוחק","hebrew1"
392,"נעל","ג'אנגלינג","hebrew1"
392,"נעל","מחסום לקורקינט","hebrew1"
392,"נעל","כוס","hebrew1"
1652,"נעל","עציץ","hebrew1"
1652,"נעל","צעצוע לכלב","hebrew1"
1652,"נעל","להרוג חרקים","hebrew1"
1652,"נעל","זריקה לרוחק","hebrew1"
1652,"נעל","גירוש זבובים","hebrew1"
1813,"נעל","להרוג חרקים","hebrew1"
1813,"נעל","למחוא כפיים בחוזקה","hebrew1"
1596,"נעל","עציץ","hebrew1"
1596,"נעל","כוס","hebrew1"
1596,"נעל","בובת ידיים","hebrew1"
1596,"נעל","לטבול אותה בדיו ואז להשתמש בה כמכחול ענק","hebrew1"
1596,"נעל","גירוש זבובים","hebrew1"
1596,"נעל","מעצור לדלת","hebrew1"
412,"נעל","אדנית פרחים","hebrew1"
412,"נעל","מכסה לטלפון","hebrew1"
412,"נעל","בית לאוגר","hebrew1"
412,"נעל","כוס","hebrew1"
412,"נעל","פריט עיצוב לבית","hebrew1"
412,"נעל","מקום לשים בו את השלט של הטלוויזיה","hebrew1"
412,"נעל","כפפה","hebrew1"
412,"נעל","ארנק","hebrew1"
412,"נעל","תבנית לעוגה","hebrew1"
1673,"נעל","לנעול אותם על הרגליים","hebrew1"
1673,"נעל","עציץ","hebrew1"
1673,"נעל","כלי הגשה לאוכל","hebrew1"
1673,"נעל","לזרוק על משהו גבוה כדי להוריד אותו למטה","hebrew1"
1673,"נעל","כלי נשק","hebrew1"
1316,"נעל","פריט עיצוב לבית","hebrew1"
1316,"נעל","זריקה לרוחק","hebrew1"
1316,"נעל","לנעול אותם על הרגליים","hebrew1"
1316,"נעל","להיראות יותר גבוה/ה","hebrew1"
1316,"נעל","פריט אופנתי","hebrew1"
1316,"נעל","אדנית פרחים","hebrew1"
1679,"נעל","עציץ","hebrew1"
1679,"נעל","סירה לבובות","hebrew1"
1679,"נעל","קלמר","hebrew1"
1672,"נעל","עציץ","hebrew1"
1672,"נעל","להרוג חרקים","hebrew1"
1513,"נעל","לכסות את כף הרגל למנוע פציעות","hebrew1"
1513,"נעל","פריט אופנתי","hebrew1"
1632,"נעל","הליכה","hebrew1"
1632,"נעל","ריצה","hebrew1"
1632,"נעל","פריט לקנה מידה","hebrew1"
1802,"נעל","כפפה","hebrew1"
1802,"נעל","כלי הגשה לאוכל","hebrew1"
1649,"נעל","עציץ","hebrew1"
1649,"נעל","משפך מים להשקיית פרחים","hebrew1"
1793,"נעל","עציץ","hebrew1"
1793,"נעל","משקולת נייר","hebrew1"
1793,"נעל","כוס","hebrew1"
405,"נעל","מעצור לדלת","hebrew1"
405,"נעל","עציץ","hebrew1"
405,"נעל","צעצוע לכלב","hebrew1"
405,"נעל","מתקן לנייר טואלט","hebrew1"
405,"נעל","תחנת עגינה לטלפון","hebrew1"
405,"נעל","מקום אחסון לדיאודורנט ספריי","hebrew1"
1640,"נעל","קלמר","hebrew1"
1640,"נעל","אחסון לגרביים בנסיעה","hebrew1"
1640,"נעל","צעצוע לכלב","hebrew1"
1637,"עיפרון","להוציא דברים ממקומות קטנים","hebrew1"
1637,"עיפרון","מקלון אוזניים","hebrew1"
1637,"עיפרון","משחק לכלב","hebrew1"
1637,"עיפרון","את חפירה","hebrew1"
1637,"עיפרון","מזלג","hebrew1"
1637,"עיפרון","להקליד באמצעותו במקלדת","hebrew1"
1637,"עיפרון","לנקב חור בחגורה","hebrew1"
1839,"עיפרון","לאסוף את השיער","hebrew1"
1839,"עיפרון","לגרד","hebrew1"
1839,"עיפרון","להוציא דברים ממקומות קטנים","hebrew1"
1839,"עיפרון","ללחוץ בעזרתו על כפתורים","hebrew1"
1839,"עיפרון","כלי הקשה","hebrew1"
1292,"עיפרון","לאסוף את השיער","hebrew1"
1292,"עיפרון","חסימת חור מנעול של דלת","hebrew1"
1292,"עיפרון","לתלות דחליל","hebrew1"
1815,"עיפרון","קיסם","hebrew1"
1815,"עיפרון","שיפוד","hebrew1"
1815,"עיפרון","חומר למדורה","hebrew1"
1106,"עיפרון","לאסוף את השיער","hebrew1"
1106,"עיפרון","כלי נשק","hebrew1"
1106,"עיפרון","חרב","hebrew1"
1106,"עיפרון","צ'ופסטיקס","hebrew1"
1106,"עיפרון","תליון","hebrew1"
1106,"עיפרון","שרוך לנעל","hebrew1"
1610,"עיפרון","מחוגה","hebrew1"
1610,"עיפרון","לשחק שלוש מקלות","hebrew1"
1610,"עיפרון","לשחק דוקים","hebrew1"
1610,"עיפרון","לפרוץ דלת","hebrew1"
1610,"עיפרון","להשתמש בשביל להוציא משחה משפופרת","hebrew1"
1647,"עיפרון","לגלף ממנו נחש","hebrew1"
1647,"עיפרון","לאסוף את השיער","hebrew1"
1647,"עיפרון","לשחק דוקים","hebrew1"
765,"עיפרון","לאסוף את השיער","hebrew1"
765,"עיפרון","מקל תיפוף","hebrew1"
765,"עיפרון","משחק","hebrew1"
1889,"עיפרון","מחזיק ניירות","hebrew1"
1889,"עיפרון","מקל שיניים","hebrew1"
1889,"עיפרון","משחיז סכינים","hebrew1"
1889,"עיפרון","ליפוף חוטים","hebrew1"
1889,"עיפרון","גלגל","hebrew1"
1889,"עיפרון","מחורר","hebrew1"
1889,"עיפרון","כלי נשק","hebrew1"
1889,"עיפרון","מחק","hebrew1"
1892,"עיפרון","כלי נשק","hebrew1"
1892,"עיפרון","גירוד לכלוך","hebrew1"
1892,"עיפרון","פתיחת אריזות","hebrew1"
1892,"עיפרון","ניקוי מקלדת","hebrew1"
1892,"עיפרון","פתיחת קופסאות","hebrew1"
1892,"עיפרון","סימון על מצגת","hebrew1"
1892,"עיפרון","סימון מרחק","hebrew1"
1892,"עיפרון","חצים למטרה","hebrew1"
717,"עיפרון","כלי נשק","hebrew1"
717,"עיפרון","חצים למטרה","hebrew1"
1631,"עיפרון","לשחק דוקים","hebrew1"
1631,"עיפרון","לרשום איתו","hebrew1"
1631,"עיפרון","להשתמש בחידוד כקונפטי","hebrew1"
1631,"עיפרון","כלי נגינה","hebrew1"
1631,"עיפרון","חומר למדורה","hebrew1"
1631,"עיפרון","כלי נשק","hebrew1"
1631,"עיפרון","מחורר","hebrew1"
1631,"עיפרון","לשמש כאיפור","hebrew1"
1631,"עיפרון","להרים משהו שרוצים לגעת בו","hebrew1"
1904,"עיפרון","מעצור לדלת","hebrew1"
1904,"עיפרון","משחק לכלב","hebrew1"
1902,"עיפרון","סרגל","hebrew1"
1902,"עיפרון","וו תלייה","hebrew1"
1903,"עיפרון","לאסוף את השיער","hebrew1"
1903,"עיפרון","חרב","hebrew1"
1903,"עיפרון","יצירת חריצים","hebrew1"
1905,"עיפרון","כלי הקשה","hebrew1"
1905,"עיפרון","לשחק דוקים","hebrew1"
1905,"עיפרון","מקלון אוזניים","hebrew1"
1905,"עיפרון","ללחוץ בעזרתו על כפתורים","hebrew1"
1906,"עיפרון","כלי הקשה","hebrew1"
1906,"עיפרון","צ'ופסטיקס","hebrew1"
1906,"עיפרון","להרוס מחק","hebrew1"
1598,"עיפרון","מקלון אוזניים","hebrew1"
1598,"עיפרון","כלי מדידה","hebrew1"
1816,"עיפרון","לשים לק באמצעותו","hebrew1"
1816,"עיפרון","לאסוף את השיער","hebrew1"
1824,"עיפרון","לנקות מתחת לציפורניים","hebrew1"
1824,"עיפרון","יצירת חריצים","hebrew1"
1824,"עיפרון","לשמש כאיפור","hebrew1"
1824,"עיפרון","סרגל","hebrew1"
1824,"עיפרון","מסמר","hebrew1"
1824,"עיפרון","מברג","hebrew1"
1824,"עיפרון","מחזיק מפתחות","hebrew1"
1824,"עיפרון","לשים לק באמצעותו","hebrew1"
1901,"עיפרון","מקלון אוזניים","hebrew1"
1901,"עיפרון","בובה לילדים","hebrew1"
1901,"עיפרון","מתלה למגבת מאוד קטנה","hebrew1"
1901,"עיפרון","סימנייה","hebrew1"
1901,"עיפרון","מחזיק מפתחות","hebrew1"
1901,"עיפרון","הגבהת שולחנות","hebrew1"
1901,"עיפרון","קולב","hebrew1"
1901,"עיפרון","מנעול","hebrew1"
250,"עיפרון","לרשום איתו","hebrew1"
250,"עיפרון","לאסוף את השיער","hebrew1"
250,"עיפרון","מחורר","hebrew1"
250,"עיפרון","מקל לבחישה","hebrew1"
1686,"עיפרון","ציור","hebrew1"
1686,"עיפרון","גירוד בגב","hebrew1"
1686,"עיפרון","כלי נשק","hebrew1"
1686,"עיפרון","מעצור לדלת","hebrew1"
1798,"עיפרון","סרגל","hebrew1"
1798,"עיפרון","פלס","hebrew1"
1798,"עיפרון","סימון על מצגת","hebrew1"
1895,"עיפרון","לאסוף את השיער","hebrew1"
1895,"עיפרון","גירוד בגב","hebrew1"
1895,"עיפרון","לפיד להעביר בו אש","hebrew1"
1895,"עיפרון","מערוך","hebrew1"
1895,"עיפרון","מקל תיפוף","hebrew1"
1895,"עיפרון","כלי מדידה","hebrew1"
1514,"עיפרון","ציור","hebrew1"
1514,"עיפרון","לאסוף את השיער","hebrew1"
1812,"עיפרון","סרגל","hebrew1"
1781,"עיפרון","לנקות מתחת לציפורניים","hebrew1"
1781,"עיפרון","לשבור ולהדביק למייצג אומנותי","hebrew1"
1781,"עיפרון","לחטט באף","hebrew1"
1883,"עיפרון","מחורר","hebrew1"
1883,"עיפרון","פותח מעטפות","hebrew1"
1526,"עיפרון","מחוגה","hebrew1"
1526,"עיפרון","מיישר צמח בעציץ","hebrew1"
825,"עיפרון","לשחק דוקים","hebrew1"
825,"עיפרון","לחטט באף","hebrew1"
825,"עיפרון","אף לאיש שלג","hebrew1"
825,"עיפרון","ג'אגלינג","hebrew1"
825,"עיפרון","זריקה למטרה","hebrew1"
1836,"עיפרון","להוציא דברים ממקומות קטנים","hebrew1"
1836,"עיפרון","מחוגה","hebrew1"
392,"עיפרון","לשבור אותו כמבחן כוח","hebrew1"
392,"עיפרון","קיבוע לאצבע שבורה","hebrew1"
392,"עיפרון","זריקה למטרה","hebrew1"
392,"עיפרון","מערוך","hebrew1"
1652,"עיפרון","צ'ופסטיקס","hebrew1"
1652,"עיפרון","להשתמש בחידוד כקונפטי","hebrew1"
1652,"עיפרון","לשמש כאיפור","hebrew1"
1813,"עיפרון","גירוד לכלוך","hebrew1"
1813,"עיפרון","פתיחת אריזות","hebrew1"
1596,"עיפרון","כלי נשק","hebrew1"
1596,"עיפרון","לייצר מהעופרת שלו קליעים","hebrew1"
1596,"עיפרון","חץ של חץ וקשת","hebrew1"
1596,"עיפרון","לתקוע בקיר כמו דיבל","hebrew1"
1596,"עיפרון","קיבוע לאצבע שבורה","hebrew1"
1596,"עיפרון","לתקוע בקיר כמו דיבל","hebrew1"
1596,"עיפרון","קיסם","hebrew1"
412,"עיפרון","מקלון אוזניים","hebrew1"
412,"עיפרון","מקל לבחישה","hebrew1"
412,"עיפרון","כלי נשק","hebrew1"
412,"עיפרון","מסמר","hebrew1"
412,"עיפרון","קיסם","hebrew1"
412,"עיפרון","להעביר את המשל של ""אחד נשבר וחמישה לא נשברים""","hebrew1"
412,"עיפרון","פתיחת אריזות","hebrew1"
412,"עיפרון","ללחוץ בעזרתו על כפתורים","hebrew1"
412,"עיפרון","כפית","hebrew1"
412,"עיפרון","מקל למריחת חמאה","hebrew1"
412,"עיפרון","אמצעי להתחפש לחד גבה","hebrew1"
1673,"עיפרון","ציור","hebrew1"
1673,"עיפרון","מיישר צמח בעציץ","hebrew1"
1673,"עיפרון","להרים משהו שרוצים לגעת בו","hebrew1"
1673,"עיפרון","כלי נשק","hebrew1"
1673,"עיפרון","מחורר","hebrew1"
1316,"עיפרון","לאסוף את השיער","hebrew1"
1316,"עיפרון","בניית ריהוט","hebrew1"
1316,"עיפרון","מפיץ ריח","hebrew1"
1316,"עיפרון","סרגל","hebrew1"
