"ID","prompt","response","set","lab","response_cleaned","rater1","rater2"
202,"brick","beschilderen",4,3,"beschilderen",3,3
222,"brick","beschilderen",4,3,"beschilderen",3,3
326,"brick","beschilderen",4,3,"beschilderen",3,3
383,"brick","beschilderen",4,3,"beschilderen",3,3
404,"brick","beschilderen ",4,3,"beschilderen",3,3
414,"brick","beschilderen",4,3,"beschilderen",3,3
112,"brick","beschilderen en als decoratie gebruiken",4,3,"beschilderen decoratie",3,3
272,"brick","bespuwen",4,3,"bespuwen",3,2
411,"brick","bestraten",4,3,"bestraten",1,1
301,"brick","bestrating",4,3,"bestrating",1,1
585,"brick","betekenen",4,3,"betekenen",2,3
347,"brick","beton",4,3,"beton",1,1
546,"brick","beton",4,3,"beton",1,1
594,"brick","beton",4,3,"beton",1,1
630,"brick","beton",4,3,"beton",1,1
594,"brick","betonmolen",4,3,"betonmolen",1,3
741,"brick","bevijanden",4,3,"bevijanden",0,4
741,"brick","bevrienden",4,3,"bevrienden",0,4
729,"brick","iemand bewusteloos slaan",4,3,"bewusteloos slaan",3,2
122,"brick","3 biggetjes",4,3,"biggetjes",0,0
289,"brick","in bijten om je tanden te verbrijzelen",4,3,"bijten tanden verbrijzelen",0,4
531,"brick","bijzettafeltje",4,3,"bijzettafeltje",3,2
291,"brick","binnenmuur bouwen",4,3,"binnenmuur bouwen",1,1
759,"brick","blaadjeshouder",4,3,"blaadjes houder",3,2
657,"brick","blikjes werpen",4,3,"blikjes werpen",4,3
528,"brick","blikjespletter",4,3,"blikjespletter",4,2
425,"brick"," bloemen pot",4,3,"bloemen pot",4,2
516,"brick","bloemenpot",4,3,"bloemen pot",4,2
133,"brick","bloempot van maken",4,3,"bloempot",4,2
759,"brick","bloempothouder",4,3,"bloempothouder",4,2
122,"brick"," blok",4,3,"blok",1,1
271,"brick","blok",4,3,"blok",1,1
301,"brick","blok",4,3,"blok",1,1
780,"brick","blok",4,3,"blok",1,1
162,"brick","een blok bouwen",4,3,"blok bouwen",1,1
238,"brick","blokkade",4,3,"blokkade",1,2
255,"brick","blokken",4,3,"blokken",1,1
305,"brick","blokkendoos",4,3,"blokkendoos",1,3
630,"brick","bob de bouwer",4,3,"bob bouwer",1,0
750,"brick","iemand mee naar de bodem laten zinken",4,3,"bodem laten zinken",2,3
419,"brick","er een boek opleggen",4,3,"boek opleggen",4,2
327,"brick","boeken legger",4,3,"boeken legger",4,4
248,"brick","boekenhouder",4,3,"boekenhouder",4,2
281,"brick","boekenhouder",4,3,"boekenhouder",4,2
759,"brick","boekenhouder",4,3,"boekenhouder",4,2
113,"brick","een boekenkast van maken",4,3,"boekenkast",4,3
591,"brick","boekenkast",4,3,"boekenkast",4,3
218,"brick","als boekenlegger gebruiken",4,3,"boekenlegger",4,4
262,"brick","boekenlegger",4,3,"boekenlegger",4,4
310,"brick","boekenlegger",4,3,"boekenlegger",4,4
756,"brick","boekenlegger",4,3,"boekenlegger",4,4
771,"brick","boekenlegger",4,3,"boekenlegger",4,4
717,"brick","BOEKENOUDER",4,3,"boekenouder",4,2
332,"brick","boekenplank van maken",4,3,"boekenplank",4,3
366,"brick","boekenplank",4,3,"boekenplank",4,3
417,"brick","boekenstandje",4,3,"boekenstand",4,2
222,"brick","gebruiken als boekensteun",4,3,"boekensteun",4,2
240,"brick","boekensteun",4,3,"boekensteun",4,2
256,"brick","boekensteun",4,3,"boekensteun",4,2
335,"brick","boekensteun",4,3,"boekensteun",4,2
504,"brick","boekensteun",4,3,"boekensteun",4,2
711,"brick","boekensteun",4,3,"boekensteun",4,2
777,"brick","boekensteun",4,3,"boekensteun",4,2
642,"brick","als boekhouder",4,3,"boekhouder",4,2
684,"brick","boekhouder",4,3,"boekhouder",4,2
480,"brick","boekstandaard",4,3,"boekstandaard",4,2
383,"brick","boeksteun",4,3,"boeksteun",4,2
121,"brick","boerderij",4,3,"boerderij",0,2
388,"brick","boutseren",4,3,"boetseren",3,3
313,"brick","bogen bouwen",4,3,"bogen bouwen",1,1
528,"brick","boodschap",4,3,"boodschap",0,4
328,"brick","Iets ermee uit een boom gooien",4,3,"boom gooien",3,3
267,"brick","boomhut",4,3,"boomhut",0,2
366,"brick","boor",4,3,"boor",3,4
552,"brick","boor",4,3,"boor",3,4
237,"brick","boos op worden",4,3,"boos",0,3
426,"brick","boos",4,3,"boos",0,0
314,"brick","bord",4,3,"bord",3,2
371,"brick","bord",4,3,"bord",3,2
549,"brick","bord",4,3,"bord",3,2
564,"brick","bord gebruiken",4,3,"bord",3,2
705,"brick","als bord gebruiken",4,3,"bord",3,2
238,"brick","bordje",4,3,"bordje",3,2
216,"brick","bouw",4,3,"bouw",1,1
331,"brick","bouw",4,3,"bouw",1,1
359,"brick","bouw",4,3,"bouw",1,1
409,"brick","bouw",4,3,"bouw",1,1
609,"brick","bouw",4,3,"bouw",1,1
117,"brick","bouwbedrijf",4,3,"bouwbedrijf",1,1
319,"brick","bouwblok",4,3,"bouwblok",1,1
480,"brick","Bouwblok",4,3,"bouwblok",1,1
185,"brick"," bouwblokje",4,3,"bouwblokje",1,1
112,"brick","bouwen",4,3,"bouwen",1,1
115,"brick","bouwen",4,3,"bouwen",1,1
116,"brick","Bouwen",4,3,"bouwen",1,1
118,"brick","bouwen",4,3,"bouwen",1,1
121,"brick","bouwen",4,3,"bouwen",1,1
123,"brick","bouwen",4,3,"bouwen",1,1
126,"brick","bouwen",4,3,"bouwen",1,1
128,"brick","Bouwen",4,3,"bouwen",1,1
132,"brick","bouwen",4,3,"bouwen",1,1
138,"brick","bouwen",4,3,"bouwen",1,1
138,"brick","een over bouwen",4,3,"bouwen",1,1
140,"brick","bouwen",4,3,"bouwen",1,1
141,"brick","bouwen",4,3,"bouwen",1,1
145,"brick","bouwen",4,3,"bouwen",1,1
146,"brick","bouwen",4,3,"bouwen",1,1
150,"brick","bouwen",4,3,"bouwen",1,1
151,"brick","iets bouwen",4,3,"bouwen",1,1
153,"brick","bouwen",4,3,"bouwen",1,1
155,"brick","je kan ermee bouwen",4,3,"bouwen",1,1
159,"brick","bouwen",4,3,"bouwen",1,1
162,"brick","bouwen",4,3,"bouwen",1,1
174,"brick"," bouwen",4,3,"bouwen",1,1
175,"brick","bouwen",4,3,"bouwen",1,1
177,"brick","bouwen",4,3,"bouwen",1,1
183,"brick","iets bouwen",4,3,"bouwen",1,1
186,"brick","bouwen",4,3,"bouwen",1,1
188,"brick","bouwen",4,3,"bouwen",1,1
199,"brick","bouwen",4,3,"bouwen",1,1
202,"brick","bouwen",4,3,"bouwen",1,1
204,"brick","bouwen",4,3,"bouwen",1,1
206,"brick","bouwen",4,3,"bouwen",1,1
213,"brick","bouwen",4,3,"bouwen",1,1
214,"brick","bouwen",4,3,"bouwen",1,1
215,"brick","bouwen",4,3,"bouwen",1,1
220,"brick"," bouwen",4,3,"bouwen",1,1
221,"brick","bouwen",4,3,"bouwen",1,1
222,"brick","bouwen",4,3,"bouwen",1,1
224,"brick","Bouwen",4,3,"bouwen",1,1
228,"brick","bouwen",4,3,"bouwen",1,1
230,"brick","bouwen",4,3,"bouwen",1,1
231,"brick","bouwen",4,3,"bouwen",1,1
232,"brick","bouwen",4,3,"bouwen",1,1
237,"brick","bouwen",4,3,"bouwen",1,1
239,"brick","bouwen",4,3,"bouwen",1,1
244,"brick","bouwen",4,3,"bouwen",1,1
245,"brick","bouwen",4,3,"bouwen",1,1
248,"brick","bouwen",4,3,"bouwen",1,1
252,"brick","bouwen",4,3,"bouwen",1,1
255,"brick","bouwen",4,3,"bouwen",1,1
258,"brick","bouwen",4,3,"bouwen",1,1
260,"brick","bouwen",4,3,"bouwen",1,1
261,"brick","bouwen",4,3,"bouwen",1,1
266,"brick","bouwen",4,3,"bouwen",1,1
268,"brick","Bouwen",4,3,"bouwen",1,1
269,"brick","bouwen",4,3,"bouwen",1,1
270,"brick","bouwen",4,3,"bouwen",1,1
271,"brick","bouwen",4,3,"bouwen",1,1
286,"brick","bouwen",4,3,"bouwen",1,1
289,"brick","bouwen",4,3,"bouwen",1,1
290,"brick","bouwen",4,3,"bouwen",1,1
293,"brick","Bouwen",4,3,"bouwen",1,1
294,"brick","bouwen",4,3,"bouwen",1,1
297,"brick","bouwen",4,3,"bouwen",1,1
299,"brick","bouwen",4,3,"bouwen",1,1
300,"brick","bouwen",4,3,"bouwen",1,1
308,"brick","bouwen",4,3,"bouwen",1,1
310,"brick","Bouwen",4,3,"bouwen",1,1
311,"brick","bouwen",4,3,"bouwen",1,1
313,"brick","bouwen",4,3,"bouwen",1,1
318,"brick","Bouwen",4,3,"bouwen",1,1
321,"brick","bouwen",4,3,"bouwen",1,1
326,"brick","bouwen",4,3,"bouwen",1,1
328,"brick","Bouwen",4,3,"bouwen",1,1
329,"brick","Bouwen",4,3,"bouwen",1,1
332,"brick","bouwen",4,3,"bouwen",1,1
334,"brick","om iets mee te bouwen",4,3,"bouwen",1,1
342,"brick","bouwen",4,3,"bouwen",1,1
347,"brick","bouwen",4,3,"bouwen",1,1
349,"brick","bouwen",4,3,"bouwen",1,1
350,"brick","bouwen",4,3,"bouwen",1,1
353,"brick","bouwen",4,3,"bouwen",1,1
356,"brick","bouwen",4,3,"bouwen",1,1
360,"brick","bouwen",4,3,"bouwen",1,1
361,"brick","BOUWEN",4,3,"bouwen",1,1
363,"brick","bouwen",4,3,"bouwen",1,1
366,"brick","bouwen",4,3,"bouwen",1,1
368,"brick","bouwen",4,3,"bouwen",1,1
372,"brick","bouwen",4,3,"bouwen",1,1
374,"brick","je kunt ermee bouwen",4,3,"bouwen",1,1
380,"brick","bouwen",4,3,"bouwen",1,1
381,"brick","Om mee te bouwen",4,3,"bouwen",1,1
382,"brick","bouwen",4,3,"bouwen",1,1
383,"brick","bouwen",4,3,"bouwen",1,1
385,"brick","bouwen",4,3,"bouwen",1,1
388,"brick","bouwen",4,3,"bouwen",1,1
390,"brick","bouwen",4,3,"bouwen",1,1
391,"brick","bouwen",4,3,"bouwen",1,1
396,"brick","bouwen",4,3,"bouwen",1,1
398,"brick","bouwen",4,3,"bouwen",1,1
399,"brick","bouwen",4,3,"bouwen",1,1
400,"brick","bouwen",4,3,"bouwen",1,1
401,"brick","Bouwen",4,3,"bouwen",1,1
402,"brick","bouwen",4,3,"bouwen",1,1
407,"brick","bouwen",4,3,"bouwen",1,1
410,"brick","bouwen",4,3,"bouwen",1,1
412,"brick","bouwen",4,3,"bouwen",1,1
414,"brick","bouwen",4,3,"bouwen",1,1
426,"brick","bouwen",4,3,"bouwen",1,1
427,"brick","bouwen",4,3,"bouwen",1,1
471,"brick","bouwen",4,3,"bouwen",1,1
498,"brick","bouwen",4,3,"bouwen",1,1
510,"brick","bouwen",4,3,"bouwen",1,1
522,"brick","bouwen",4,3,"bouwen",1,1
525,"brick","bouwen",4,3,"bouwen",1,1
534,"brick","bouwen",4,3,"bouwen",1,1
546,"brick","bouwen",4,3,"bouwen",1,1
552,"brick","bouwen",4,3,"bouwen",1,1
555,"brick","bouwen",4,3,"bouwen",1,1
564,"brick","bouwen",4,3,"bouwen",1,1
567,"brick","Bouwen",4,3,"bouwen",1,1
570,"brick","iets bouwen",4,3,"bouwen",1,1
582,"brick","bouwen",4,3,"bouwen",1,1
594,"brick","bouwen",4,3,"bouwen",1,1
612,"brick","bouwen",4,3,"bouwen",1,1
624,"brick","bouwen",4,3,"bouwen",1,1
627,"brick","bouwen",4,3,"bouwen",1,1
630,"brick","bouwen",4,3,"bouwen",1,1
642,"brick","iets bouwen",4,3,"bouwen",1,1
645,"brick","bouwen",4,3,"bouwen",1,1
648,"brick","bouwen",4,3,"bouwen",1,1
651,"brick","bouwen",4,3,"bouwen",1,1
657,"brick","bouwen",4,3,"bouwen",1,1
663,"brick","bouwen",4,3,"bouwen",1,1
669,"brick","bouwen",4,3,"bouwen",1,1
675,"brick","bouwen",4,3,"bouwen",1,1
687,"brick","bouwen",4,3,"bouwen",1,1
711,"brick","bouwen",4,3,"bouwen",1,1
714,"brick","bouwen",4,3,"bouwen",1,1
726,"brick","bouwen",4,3,"bouwen",1,1
729,"brick","bouwen",4,3,"bouwen",1,1
732,"brick","bouwen",4,3,"bouwen",1,1
741,"brick","bouwen",4,3,"bouwen",1,1
750,"brick","bouwen",4,3,"bouwen",1,1
762,"brick","bouwen",4,3,"bouwen",1,1
693,"brick","bouwen in het algemeen?",4,3,"bouwen algemeen",1,1
101,"brick","het bouwen van een huis",4,3,"bouwen huis",1,1
103,"brick","Bouwen van een huis",4,3,"bouwen huis",1,1
247,"brick","bouwen huis ",4,3,"bouwen huis",1,1
357,"brick","bouwen van een huis",4,3,"bouwen huis",1,1
185,"brick"," bouwer",4,3,"bouwer",1,1
111,"brick","bouwmateriaal",4,3,"bouwmateriaal",1,1
278,"brick","bouwmateriaal",4,3,"bouwmateriaal",1,1
315,"brick","bouwmateriaal",4,3,"bouwmateriaal",1,1
335,"brick","bouwmateriaal",4,3,"bouwmateriaal",1,1
360,"brick","bouwmateriaal",4,3,"bouwmateriaal",1,1
528,"brick","Bouwmateriaal",4,3,"bouwmateriaal",1,1
603,"brick","bouwmateriaal",4,3,"bouwmateriaal",1,1
633,"brick","bouwmateriaal",4,3,"bouwmateriaal",1,1
753,"brick","bouwmateriaal",4,3,"bouwmateriaal",1,1
609,"brick","bouwmeester",4,3,"bouwmeester",1,1
102,"brick","bouwmiddel",4,3,"bouwmiddel",1,1
129,"brick","bouwmiddel",4,3,"bouwmiddel",1,1
495,"brick","bouwmiddel",4,3,"bouwmiddel",1,1
558,"brick","bouwmiddel",4,3,"bouwmiddel",1,1
117,"brick","bouwproject",4,3,"bouwproject",1,1
131,"brick","bouwsteen",4,3,"bouwsteen",1,1
185,"brick"," bouwsteen",4,3,"bouwsteen",1,1
232,"brick","bouwsteen",4,3,"bouwsteen",1,1
753,"brick","bouwsteen",4,3,"bouwsteen",1,1
115,"brick","bouwvakker",4,3,"bouwvakker",1,1
131,"brick","bouwvakker",4,3,"bouwvakker",1,1
188,"brick","bouwvakker",4,3,"bouwvakker",1,1
244,"brick","bouwvakker",4,3,"bouwvakker",1,1
247,"brick","bouwvakker",4,3,"bouwvakker",1,1
255,"brick","bouwvakker",4,3,"bouwvakker",1,1
342,"brick","bouwvakker",4,3,"bouwvakker",1,1
366,"brick","bouwvakker",4,3,"bouwvakker",1,1
400,"brick","bouwvakker ",4,3,"bouwvakker",1,1
409,"brick","bouwvakker",4,3,"bouwvakker",1,1
426,"brick","bouwvakker",4,3,"bouwvakker",1,1
498,"brick","bouwvakker",4,3,"bouwvakker",1,1
546,"brick","bouwvakker",4,3,"bouwvakker",1,1
582,"brick","bouwvakker",4,3,"bouwvakker",1,1
594,"brick","bouwvakker",4,3,"bouwvakker",1,1
609,"brick","bouwvakker",4,3,"bouwvakker",1,1
726,"brick","bouwvakker",4,3,"bouwvakker",1,1
732,"brick","bouwvakker",4,3,"bouwvakker",1,1
267,"brick","bouwvakker overgooispel",4,3,"bouwvakker overgooi spel",1,2
120,"brick","bouwvakkers",4,3,"bouwvakkers",1,1
201,"brick","bouwvakkers",4,3,"bouwvakkers",1,1
254,"brick","bouwvakkers",4,3,"bouwvakkers",1,1
301,"brick","bouwvakkers",4,3,"bouwvakkers",1,1
360,"brick","bouwvakkers",4,3,"bouwvakkers",1,1
630,"brick","bouwvakkers",4,3,"bouwvakkers",1,1
347,"brick","bouwval",4,3,"bouwval",1,1
108,"brick"," bouwwerk",4,3,"bouwwerk",1,1
300,"brick","bouwerk",4,3,"bouwwerk",1,1
364,"brick","bovenop iets leggen zodat het niet wegwaait",4,3,"bovenop leggen zodat niet wegwaait",3,2
218,"brick","bowlen",4,3,"bowlen",4,4
513,"brick","mee bowlen",4,3,"bowlen",4,4
152,"brick","breken",4,3,"breken",3,2
213,"brick","breken",4,3,"breken",3,2
215,"brick","breken ",4,3,"breken",3,2
221,"brick","breken",4,3,"breken",3,2
268,"brick","Iets breken",4,3,"breken",3,2
271,"brick","breken",4,3,"breken",3,2
282,"brick","breken",4,3,"breken",3,2
284,"brick","iets breken",4,3,"breken",3,2
383,"brick","breken",4,3,"breken",3,2
394,"brick","breken",4,3,"breken",3,2
402,"brick","breken",4,3,"breken",3,2
412,"brick","breken",4,3,"breken",3,2
420,"brick","breken",4,3,"breken",3,2
651,"brick","breken",4,3,"breken",3,2
714,"brick","breken",4,3,"breken",3,2
373,"brick","breken ergens inslaan",4,3,"breken ergens inslaan",3,2
185,"brick","brick",4,3,"brick",1,1
289,"brick","briefje aan vastmaken en naar iemand toe gooien",4,3,"briefje vastmaken toe gooien",3,4
250,"brick","brievenbus",4,3,"brievenbus",0,3
477,"brick","brodt",4,3,"brodt",0,0
204,"brick","brokkelen en als cement gebruiken met water",4,3,"brokkelen cement water",2,2
552,"brick","brokkelig",4,3,"brokkelig",0,0
290,"brick","brood smeren",4,3,"brood smeren",3,4
206,"brick","brug",4,3,"brug",1,1
274,"brick","brug",4,3,"brug",1,1
338,"brick","brug maken",4,3,"brug",1,1
418,"brick","brug",4,3,"brug",1,1
639,"brick","brug",4,3,"brug",1,1
299,"brick","je kan een brug bouwen",4,3,"brug bouwen",1,1
531,"brick","brug bouwen",4,3,"brug bouwen",1,1
705,"brick","brug bouwen",4,3,"brug bouwen",1,1
182,"brick","bruggen bouwen",4,3,"bruggen bouwen",1,1
376,"brick","bruggen bouwen",4,3,"bruggen bouwen",1,1
117,"brick","bruin",4,3,"bruin",0,0
120,"brick","bruin",4,3,"bruin",0,0
131,"brick","bruin",4,3,"bruin",0,0
139,"brick","bruin",4,3,"bruin",0,0
232,"brick","bruin",4,3,"bruin",0,0
342,"brick","bruin",4,3,"bruin",0,0
347,"brick","bruin",4,3,"bruin",0,0
