ID,prompt,response,itemID,rater1,rater2,rater3,rater4
1006,锅,头盔,1009,2,2,2,3
1006,蚊帐,过滤网,1010,2,1,2,3
1006,蚊帐,塑料袋,1010,0,2,1,3
1006,头发,插花,1011,3,2,2,3
1006,头发,皮筋,1011,2,1,1,3
1006,纸盒,收集容器,1012,1,1,1,2
1006,纸盒,装饰品,1012,2,2,1,4
1006,铁链,挂钩,1013,2,2,1,2
1006,铁链,秋千,1013,2,2,2,3
1006,硬币,垫桌角,1014,2,2,1,3
1006,硬币,决定选项,1014,2,3,1,1
1006,字典,垫桌角,1015,2,1,1,3
1006,字典,枕头,1015,2,1,1,3
1007,积木,房子,1001,2,1,1,1
1007,积木,铁路,1001,2,2,2,2
1007,漏斗,米,1002,0,1,0,2
1007,漏斗,水,1002,0,1,0,2
1007,轮胎,马路,1003,0,2,2,3
1007,轮胎,跑道,1003,3,2,1,2
1007,盘子,泥土,1004,0,2,2,3
1007,盘子,苹果,1004,0,0,0,3
1007,皮带,绳子,1005,2,1,1,3
1007,皮带,铁链,1005,2,1,1,3
1007,塑料袋,水果,1006,1,1,1,3
1007,塑料袋,羽毛球,1006,3,2,2,3
1007,西瓜,杯子,1007,2,2,1,3
1007,西瓜,碗,1007,2,2,1,2
1007,牙签,脆皮鸡,1008,2,2,0,3
1007,牙签,烤肉,1008,2,2,1,4
1007,锅,米饭,1009,0,1,1,3
1007,锅,铁皮,1009,2,2,1,1
1007,蚊帐,纱窗,1010,2,2,1,3
1007,蚊帐,衣服,1010,2,2,1,3
1007,头发,毛毯,1011,2,2,2,2
1007,头发,衣服,1011,2,2,1,2
1007,纸盒,开水,1012,0,3,3,3
1007,纸盒,苹果,1012,0,0,0,3
1007,铁链,楼房,1013,0,3,2,3
1007,铁链,山洞,1013,0,3,2,2
1007,硬币,积木,1014,2,2,2,3
1007,硬币,银子,1014,2,2,1,3
1007,字典,饼干,1015,0,3,1,3
1007,字典,坐垫,1015,2,1,1,2
1008,积木,写汉字,1001,2,3,3,2
1008,积木,做动画人物，录像配音,1001,2,4,2,3
1008,漏斗,吹气球,1002,2,2,2,3
1008,漏斗,过滤,1002,1,1,1,2
1008,轮胎,保护轮船,1003,2,1,1,3
1008,轮胎,做呼啦圈,1003,2,2,1,3
1008,盘子,墙面装饰,1004,2,3,2,3
1008,盘子,做成飞碟,1004,2,2,1,3
1008,皮带,绑东西,1005,1,1,1,3
1008,皮带,做成拼接手提包,1005,2,2,2,3
1008,塑料袋,防水罩,1006,2,1,1,3
1008,塑料袋,做成各种花来装饰,1006,2,2,2,3
1008,西瓜,西瓜汁解毒,1007,2,1,1,3
1008,西瓜,消暑解渴,1007,1,1,1,3
1008,牙签,快速剥火腿肠和处理芒果,1008,2,2,1,3
1008,牙签,自制冰棍,1008,2,2,1,3
1008,锅,打人，自卫,1009,2,2,1,3
1008,锅,挡雨,1009,2,2,2,2
1008,蚊帐,求婚,1010,3,3,1,1
1008,蚊帐,做成纱窗,1010,2,2,1,3
1008,头发,结婚时剪下，结发夫妻,1011,2,0,1,2
1008,头发,烧成灰，药用,1011,4,2,1,3
1008,纸盒,藏钱,1012,2,1,1,3
1008,纸盒,精美礼品的外包装,1012,2,2,1,3
1008,铁链,电器接地线，将静电导地,1013,2,1,1,1
1008,铁链,做成项链，送给女朋友，暗指相恋,1013,3,2,1,2
1008,硬币,包在汤圆里做福气象征,1014,2,1,1,3
1008,硬币,抛硬币决定发球权,1014,2,3,1,1
1008,字典,查漏补缺,1015,1,1,1,4
1008,字典,翻页以随机取数,1015,2,3,2,3
1009,积木,搭建房子,1001,2,1,1,1
1009,积木,做成小舟,1001,2,3,2,3
1009,漏斗,倒过来把上面堵住做成斗篷,1002,2,2,1,3
1009,漏斗,喝饮料,1002,2,1,1,3
1009,轮胎,小型的床,1003,2,2,2,3
1009,轮胎,浴缸,1003,3,2,2,3
1009,盘子,画画,1004,2,3,2,3
1009,盘子,装饰,1004,2,3,2,3
1009,皮带,颈环和手环,1005,2,2,1,2
1009,皮带,用于挂挂钩或夹拍立得的装饰带,1005,2,2,2,3
1009,塑料袋,气球,1006,2,2,1,3
1009,塑料袋,装饰彩带,1006,2,2,1,3
1009,西瓜,灯,1007,2,2,2,3
1009,西瓜,头盔,1007,2,2,1,4
1009,牙签,发簪,1008,2,2,1,3
1009,牙签,装饰品,1008,2,2,1,2
1009,锅,花盆,1009,2,1,1,3
1009,锅,揉面粉,1009,2,2,1,3
1009,蚊帐,套在家具上装饰,1010,2,2,1,2
1009,蚊帐,做成镂空的衣服或手套或面纱,1010,3,2,1,2
1009,头发,麻绳,1011,2,1,1,2
1009,头发,鸟窝,1011,4,2,1,3
1009,纸盒,拆开来做成垫板,1012,2,2,1,3
1009,纸盒,纸雕,1012,2,2,1,3
1009,铁链,发饰或手饰或衣服上的装饰,1013,2,2,1,2
1009,铁链,门帘,1013,3,3,2,2
1009,硬币,雕刻的工具,1014,2,2,2,3
1009,硬币,很多个连接成一块沙发垫,1014,3,2,1,3
1009,字典,书雕,1015,2,3,2,2
1009,字典,枕头,1015,2,1,1,3
1010,积木,家具装饰品,1001,1,2,2,4
1010,积木,桌垫,1001,1,2,1,3
1010,漏斗,过滤颗粒混合物,1002,1,1,1,2
1010,漏斗,帽子,1002,2,2,1,3
1010,轮胎,秋千,1003,2,3,2,2
1010,轮胎,跳房子游戏工具,1003,2,3,2,2
1010,盘子,置物架,1004,2,2,2,2
1010,盘子,装饰画,1004,2,3,2,1
1010,皮带,打孔后，挂衣架,1005,2,1,2,2
1010,皮带,绳子,1005,2,1,1,3
1010,塑料袋,裱花工具,1006,2,2,2,3
1010,塑料袋,降落伞,1006,2,3,1,3
1010,西瓜,解压工具,1007,2,2,2,3
1010,西瓜,帽子,1007,2,2,1,3
1010,牙签,风铃,1008,3,3,1,2
1010,牙签,挤痘痘,1008,2,1,1,3
1010,锅,灯罩,1009,2,2,2,3
1010,锅,篮筐,1009,2,1,1,3
1010,蚊帐,滤网,1010,2,1,2,3
1010,蚊帐,裙子,1010,2,2,1,3
1010,头发,编织工艺品,1011,2,2,1,3
1010,头发,微型扫把,1011,3,2,1,3
1010,纸盒,撕碎后做快递里面的防震减压物质,1012,3,2,2,2
1010,纸盒,置物框,1012,1,1,1,3
1010,铁链,屏风，窗帘,1013,3,3,2,3
1010,铁链,钥匙扣,1013,2,2,1,3
1010,硬币,戒指,1014,3,2,2,3
1010,硬币,铃铛,1014,2,2,2,3
1010,字典,壁纸,1015,2,3,2,3
1010,字典,中间挖空，藏东西的小盒子,1015,2,2,1,3
1011,积木,堆房子,1001,2,1,1,1
1011,积木,玩游戏,1001,1,2,2,3
1011,漏斗,倒液体,1002,1,1,1,2
1011,漏斗,固定桌子,1002,2,2,2,4
1011,轮胎,救生圈,1003,2,1,1,3
1011,轮胎,皮筋,1003,0,2,2,2
1011,盘子,画圆,1004,2,1,2,4
1011,盘子,杂技,1004,2,3,1,3
1011,皮带,打人,1005,2,2,1,2
1011,皮带,捆绑,1005,2,1,1,1
1011,塑料袋,毽子,1006,3,2,2,2
1011,塑料袋,气球,1006,2,2,1,3
1011,西瓜,容器,1007,2,2,1,3
1011,西瓜,榨汁,1007,1,1,1,3
1011,牙签,餐具,1008,2,2,1,2
1011,牙签,书签,1008,2,2,1,3
1011,锅,打人,1009,2,2,1,3
1011,锅,奖励品,1009,2,2,1,3
1011,蚊帐,婚纱,1010,3,2,1,3
1011,蚊帐,筛小米,1010,2,2,2,3
1011,头发,风筝线,1011,3,2,1,2
1011,头发,渔网,1011,3,2,1,3
1011,纸盒,笔筒,1012,2,2,1,3
1011,纸盒,纸巾盒,1012,2,1,1,3
1011,铁链,拴狗,1013,2,2,1,3
1011,铁链,锁门,1013,2,2,1,4
1011,硬币,剥果皮,1014,3,1,2,3
1011,硬币,清洗缝隙,1014,2,3,1,1
1011,字典,垫底,1015,2,1,1,3
1011,字典,礼物,1015,1,2,1,3
1012,积木,笔筒,1001,2,3,2,3
1012,积木,烧烤炭,1001,2,1,2,2
1012,漏斗,计时,1002,1,3,1,3
1012,漏斗,下水道口,1002,2,2,2,4
1012,轮胎,滑雪垫,1003,2,2,2,3
1012,轮胎,游泳圈,1003,2,2,1,3
1012,盘子,打击乐器,1004,2,3,2,3
1012,盘子,装饰墙面,1004,2,3,2,3
1012,皮带,鞭子,1005,2,1,1,3
1012,皮带,食物,1005,2,2,3,3
1012,塑料袋,绳子,1006,2,1,1,3
1012,塑料袋,遮雨,1006,2,1,1,2
1012,西瓜,雕刻,1007,2,2,2,3
1012,西瓜,帽子,1007,2,2,1,3
1012,牙签,叉子,1008,2,2,1,2
1012,牙签,镊子,1008,3,2,1,3
1012,锅,帽子,1009,2,2,2,3
1012,锅,武器,1009,2,2,1,3
1012,蚊帐,面纱,1010,2,2,1,3
1012,蚊帐,丝袜,1010,3,2,1,3
1012,头发,鸡毛掸,1011,3,2,2,3
1012,头发,细绳,1011,2,1,1,3
1012,纸盒,防滑垫,1012,2,2,1,3
1012,纸盒,书架,1012,2,2,1,1
1012,铁链,拔河绳,1013,2,2,1,3
1012,铁链,背包带,1013,3,2,1,3
1012,硬币,吊坠,1014,2,2,1,3
1012,硬币,反光镜,1014,3,3,1,3
1012,字典,垫桌脚,1015,2,1,1,3
1012,字典,枕头,1015,2,1,1,3
1013,积木,首饰,1001,2,3,2,2
1013,积木,图腾,1001,0,3,2,2
1013,漏斗,喇叭,1002,2,2,1,4
1013,漏斗,塑料花,1002,2,3,1,3
1013,轮胎,道具盔甲,1003,2,3,2,4
1013,轮胎,防滑垫,1003,2,1,2,3
1013,盘子,抽奖转盘,1004,2,2,1,3
1013,盘子,飞碟模型,1004,2,2,1,3
1013,皮带,绑腿,1005,2,1,1,2
1013,皮带,刀剑护手,1005,2,3,2,3
1013,塑料袋,拉拉球,1006,2,2,2,3
1013,塑料袋,室内装饰,1006,2,2,2,3
1013,西瓜,果汁碗,1007,2,2,1,3
1013,西瓜,万圣节头盔,1007,2,2,1,3
1013,牙签,玩具车轴,1008,2,2,1,3
1013,牙签,煮锅透气阀,1008,3,3,1,2
1013,锅,钝器,1009,2,2,1,3
1013,锅,盾牌,1009,2,1,2,2
1013,蚊帐,衣服模型材料,1010,2,2,1,3
1013,蚊帐,萤火虫袋,1010,3,2,1,3
1013,头发,假发,1011,2,2,1,3
1013,头发,洋娃娃头发材料,1011,2,2,1,3
1013,纸盒,积木,1012,2,2,2,3
1013,纸盒,纸模,1012,2,1,1,3
1013,铁链,健身道具,1013,2,2,1,4
1013,铁链,装饰品,1013,2,2,1,2
1013,硬币,浮雕原材,1014,2,2,2,3
1013,硬币,玩具车轮,1014,3,2,2,3
1013,字典,纸航母,1015,3,3,1,3
1013,字典,桌脚垫,1015,2,1,1,3
1014,积木,墙体补充,1001,2,3,2,3
1014,积木,义肢制作,1001,2,4,3,3
1014,漏斗,喇叭,1002,2,2,1,4
1014,漏斗,装饰品,1002,1,2,2,2
1014,轮胎,漂浮船,1003,4,1,2,3
1014,轮胎,秋千,1003,2,3,2,2
1014,盘子,改装镜子,1004,2,2,2,2
1014,盘子,装饰品,1004,2,2,1,3
1014,皮带,绳子,1005,2,1,1,3
1014,皮带,装饰品,1005,2,2,2,3
1014,塑料袋,鞋套,1006,2,1,1,3
1014,塑料袋,雨衣,1006,2,1,1,3
1014,西瓜,果雕,1007,2,2,2,3
1014,西瓜,西瓜帽,1007,2,2,1,3
1014,牙签,搭模型,1008,2,2,1,2
1014,牙签,取卡针,1008,2,2,1,3
1014,锅,花盆,1009,2,1,1,3
1014,锅,装饰品,1009,2,2,1,3
1014,蚊帐,滤网,1010,2,1,2,3
1014,蚊帐,渔网,1010,2,1,1,3
1014,头发,编制手工,1011,2,2,1,3
1014,头发,拼画,1011,0,3,2,0
1014,纸盒,活动盔甲,1012,2,2,1,1
1014,纸盒,收纳盒,1012,2,1,1,3
1014,铁链,绳子,1013,2,2,2,3
1014,铁链,装饰品,1013,2,2,1,2
1014,硬币,多米诺,1014,2,3,2,3
1014,硬币,决策器,1014,2,3,1,1
1014,字典,包书皮,1015,2,1,1,2
1014,字典,垫桌角,1015,2,1,1,3
1015,积木,灯罩,1001,2,3,2,3
1015,积木,垫桌脚,1001,1,2,1,2
1015,漏斗,花盆,1002,2,2,1,3
1015,漏斗,扩音器,1002,1,2,1,3
1015,轮胎,凳子(或椅子),1003,2,1,2,3
1015,轮胎,花盆,1003,2,1,1,3
1015,盘子,飞碟,1004,2,2,1,3
1015,盘子,画画后做装饰品,1004,2,2,1,3
1015,皮带,绑窗帘,1005,3,1,1,2
1015,皮带,悬挂做置物栏,1005,3,2,2,3
1015,塑料袋,绳子,1006,2,1,1,3
1015,塑料袋,衣服,1006,2,2,1,2
1015,西瓜,果皮做帽子,1007,2,2,1,3
1015,西瓜,球,1007,2,2,1,2
1015,牙签,固定物品,1008,2,2,1,2
1015,牙签,去果皮(软的那种),1008,2,2,1,3
1015,锅,鼓,1009,2,3,2,3
1015,锅,头盔,1009,2,2,2,3
1015,蚊帐,网,1010,2,1,1,3
1015,蚊帐,衣服,1010,2,2,1,3
1015,头发,线,1011,1,1,1,3
1015,头发,装饰品,1011,2,2,1,3
1015,纸盒,装垃圾,1012,1,1,1,3
1015,纸盒,坐垫,1012,2,1,1,3
1015,铁链,计日,1013,2,3,3,3
1015,铁链,项链,1013,3,2,1,2
1015,硬币,画圆工具,1014,2,2,2,3
1015,硬币,切软的东西,1014,2,2,2,3
1015,字典,量物品,1015,2,2,3,3
1015,字典,砸东西,1015,2,1,1,1
1016,积木,木桶,1001,2,2,2,3
1016,积木,室内装饰品,1001,1,3,2,3
1016,漏斗,调料瓶,1002,2,1,2,3
1016,漏斗,帽子,1002,2,2,1,3
1016,轮胎,花盆,1003,2,1,1,3
1016,轮胎,秋千,1003,2,3,2,2
1016,盘子,壁纸,1004,2,3,2,1
1016,盘子,画布,1004,2,3,2,3
1016,皮带,宠物项圈,1005,2,1,1,3
1016,皮带,地板,1005,3,2,2,3
1016,塑料袋,热气球,1006,0,2,1,3
1016,塑料袋,衣服,1006,2,2,1,2
1016,西瓜,菜肴,1007,2,1,1,3
1016,西瓜,工艺品,1007,2,2,1,3
1016,牙签,开锁器,1008,2,2,2,3
1016,牙签,晾衣杆,1008,3,2,2,2
1016,锅,防身武器,1009,2,2,2,3
1016,锅,头盔,1009,2,2,2,3
1016,蚊帐,燃料,1010,2,1,2,3
1016,蚊帐,装饰品,1010,2,2,1,3
1016,头发,床垫,1011,3,2,2,2
1016,头发,营养品,1011,4,3,2,2
1016,纸盒,笔盒,1012,2,2,1,3
1016,纸盒,教学用具,1012,2,2,1,2
1016,铁链,晾衣架,1013,2,2,2,3
1016,铁链,跳绳,1013,0,2,2,2
1016,硬币,化妆工具,1014,2,2,2,3
1016,硬币,戒指,1014,3,2,2,3
1016,字典,晾台,1015,2,2,1,2
1016,字典,衣柜,1015,4,1,2,3
1017,积木,火柴,1001,2,1,1,2
1017,积木,建房子,1001,2,1,1,1
1017,漏斗,记时间,1002,1,3,1,3
1017,漏斗,筛东西,1002,2,1,1,3
1017,轮胎,呼啦圈,1003,2,2,1,3
1017,轮胎,做皮鞋,1003,2,2,2,3
1017,盘子,庆祝,1004,2,2,2,3
1017,盘子,耍杂技,1004,2,2,1,2
1017,皮带,虐待用具,1005,2,3,1,1
1017,皮带,训练工具,1005,2,2,1,2
1017,塑料袋,气球,1006,2,2,1,3
1017,塑料袋,做衣服,1006,2,2,1,2
1017,西瓜,放礼物,1007,2,2,1,3
1017,西瓜,皮球,1007,2,2,1,2
1017,牙签,水果签,1008,1,2,1,3
1017,牙签,针,1008,2,2,1,2
1017,锅,烹饪,1009,1,1,1,3
1017,锅,冤枉,1009,0,0,2,2
1017,蚊帐,婚纱,1010,3,2,1,3
1017,蚊帐,渔网,1010,2,1,1,3
1017,头发,缝针,1011,2,1,1,2
1017,头发,制作火药,1011,0,3,2,2
1017,纸盒,快递,1012,1,1,1,3
1017,纸盒,手工,1012,2,2,1,3
1017,铁链,手铐,1013,2,2,1,3
1017,铁链,拴狗,1013,2,2,1,3
1017,硬币,抓阄,1014,2,3,1,3
1017,硬币,坐公交,1014,2,1,1,3
1017,字典,擦屁股,1015,2,1,1,2
1017,字典,烧火,1015,2,1,1,2
1018,积木,烧火柴,1001,2,1,2,3
1018,积木,武器,1001,2,2,2,2
1018,漏斗,吹泡泡,1002,2,2,2,1
1018,漏斗,吸管,1002,2,2,2,2
1018,轮胎,呼啦圈,1003,2,2,1,3
1018,轮胎,求生取暖,1003,2,3,3,3
1018,盘子,飞盘玩具,1004,2,2,1,3
1018,盘子,杂技表演,1004,2,3,1,3
1018,皮带,调教！！！,1005,2,2,1,3
1018,皮带,红军食物,1005,1,3,3,0
1018,塑料袋,恶作剧道具,1006,2,2,0,1
1018,塑料袋,雨衣,1006,2,1,1,3
1018,西瓜,帽子,1007,2,2,1,3
1018,西瓜,射击目标,1007,2,2,1,3
1018,牙签,取卡针,1008,2,2,1,3
1018,牙签,指甲缝清洁,1008,2,2,1,3
1018,锅,平底锅挡子弹,1009,2,2,1,2
1018,锅,武器,1009,2,2,1,3
1018,蚊帐,丝袜,1010,3,2,1,3
1018,蚊帐,抓鱼网,1010,2,1,1,3
1018,头发,产生静电,1011,2,1,2,2
1018,头发,绳子,1011,2,1,1,3
1018,纸盒,手工艺品,1012,2,2,1,3
1018,纸盒,衣服,1012,2,2,2,3
1018,铁链,连接船只,1013,2,1,1,3
1018,铁链,武器,1013,1,2,1,3
1018,硬币,娱乐,1014,1,2,2,3
1018,硬币,做决定,1014,2,3,1,3
1018,字典,垫桌角,1015,2,1,1,3
1018,字典,看故事,1015,1,1,1,2
1019,积木,垫桌脚,1001,1,2,1,2
1019,积木,谋杀,1001,2,2,1,3
1019,漏斗,喇叭,1002,2,2,1,4
1019,漏斗,偷窥,1002,3,3,2,3
1019,轮胎,花盆,1003,2,1,1,3
1019,轮胎,跳高,1003,2,2,2,2
1019,盘子,飞碟,1004,2,2,1,3
1019,盘子,杀人,1004,2,2,1,3
1019,皮带,软剑,1005,3,3,2,2
1019,皮带,项圈,1005,2,1,1,2
1019,塑料袋,TT,1006,0,3,2,0
1019,塑料袋,衣服,1006,2,2,1,2
1019,西瓜,帽子,1007,2,2,1,3
1019,西瓜,炸弹,1007,3,2,1,3
1019,牙签,飞针,1008,2,2,1,3
1019,牙签,微雕,1008,2,2,1,3
1019,锅,盾牌,1009,2,1,2,2
1019,锅,滑冰,1009,3,3,3,3
1019,蚊帐,筛子,1010,2,2,2,3
1019,蚊帐,头巾,1010,2,2,1,3
1019,头发,毛线,1011,0,1,1,3
1019,头发,绳子,1011,2,1,1,3
1019,纸盒,盔甲,1012,2,2,1,1
1019,纸盒,木板,1012,2,1,1,3
1019,铁链,盔甲,1013,2,2,2,3
1019,铁链,项链,1013,3,2,1,2
1019,硬币,弹珠,1014,2,2,1,3
1019,硬币,造房,1014,3,2,2,3
1019,字典,游戏工具,1015,2,2,2,3
1019,字典,造房,1015,2,2,2,2
1020,积木,房子,1001,2,1,1,1
1020,积木,盒子,1001,2,2,2,2
1020,漏斗,望远镜,1002,2,2,2,3
1020,漏斗,吸管,1002,2,2,2,2
1020,轮胎,呼啦圈,1003,2,2,1,3
1020,轮胎,救生圈,1003,2,1,1,3
1020,盘子,刀,1004,2,2,2,3
1020,盘子,飞碟,1004,2,2,1,3
1020,皮带,绳子,1005,2,1,1,3
1020,皮带,头带,1005,2,1,1,2
1020,塑料袋,面具,1006,2,2,2,3
1020,塑料袋,衣服,1006,2,2,1,2
1020,西瓜,保龄球,1007,3,1,1,2
1020,西瓜,头盔,1007,2,2,1,4
1020,牙签,涮子,1008,2,2,1,3
1020,牙签,扎小人,1008,2,1,1,3
1020,锅,杯子,1009,2,1,1,2
1020,锅,头盔,1009,2,2,2,3
1020,蚊帐,袋子,1010,2,1,1,3
1020,蚊帐,抓鱼,1010,2,1,1,3
1020,头发,刷子,1011,3,2,1,3
