ID,prompt,response,set,lab,response_cleaned,rater1,rater2
1158,steen,als bord gebruiken,5,3,bord,4,3
1161,steen,bord,5,3,bord,4,3
1134,steen,bouwen,5,3,bouwen,1,1
1135,steen,bouwen,5,3,bouwen,1,1
1137,steen,bouwen,5,3,bouwen,1,1
1142,steen,bouwen,5,3,bouwen,1,1
1145,steen,bouwen,5,3,bouwen,1,1
1149,steen,bouwen,5,3,bouwen,1,1
1155,steen,bouwen,5,3,bouwen,1,1
1163,steen,Bouwen,5,3,bouwen,1,1
1174,steen,bouwen,5,3,bouwen,1,1
1177,steen,bouwen,5,3,bouwen,1,1
1179,steen,bouwen,5,3,bouwen,1,1
1180,steen,bouwen,5,3,bouwen,1,1
1181,steen,bouwen,5,3,bouwen,1,1
1189,steen,bouwen,5,3,bouwen,1,1
1191,steen,Bouwen,5,3,bouwen,1,1
1192,steen,bouwen,5,3,bouwen,1,1
1193,steen,je kan er van alles mee bouwen,5,3,bouwen,1,1
1195,steen,bouwen,5,3,bouwen,1,1
1200,steen,bouwen,5,3,bouwen,1,1
1201,steen,bouwen,5,3,bouwen,1,1
1204,steen,bouwen,5,3,bouwen,1,1
1206,steen,bouwen,5,3,bouwen,1,1
1228,steen,bouwen,5,3,bouwen,1,1
1232,steen,bouwen,5,3,bouwen,1,1
1233,steen,bouwen,5,3,bouwen,1,1
1234,steen,Bouwen,5,3,bouwen,1,1
1143,steen,Bouwmateriaal,5,3,bouwmateriaal,1,1
1147,steen,bouwmateriaal,5,3,bouwmateriaal,1,1
1199,steen,Bouwsteen,5,3,bouwsteen,1,1
1148,steen,bouwvakker,5,3,bouwvakker,0,0
1177,steen,bouwvakkers,5,3,bouwvakkers,0,0
1196,steen,bouwvakkers,5,3,bouwvakkers,0,0
1146,steen,bowlen,5,3,bowlen,5,4
1180,steen,breken,5,3,breken,2,2
1183,steen,breken,5,3,breken,2,2
1192,steen,breken,5,3,breken,2,2
1195,steen,iets breken,5,3,breken,2,2
1216,steen,breken,5,3,breken,2,2
1225,steen,broodjes,5,3,broodjes,4,4
1202,steen,brug,5,3,brug,1,1
1219,steen,brug,5,3,brug,1,1
1211,steen, buitenoven van maken,5,3,buitenoven,3,2
1203,steen,cadeau,5,3,cadeau,3,3
1221,steen,cadeau doen,5,3,cadeau,3,3
1238,steen,cadeau doen,5,3,cadeau,3,3
1177,steen,cement,5,3,cement,1,1
1196,steen,sement,5,3,cement,1,1
1213,steen,cement ,5,3,cement,1,1
1217,steen,cement,5,3,cement,1,1
1225,steen,cement,5,3,cement,1,1
1148,steen,contra gewicht,5,3,contra gewicht,2,2
1138,steen,Contragewicht,5,3,contragewicht,2,2
1145,steen,gebruiken als contragewicht,5,3,contragewicht,2,2
1147,steen,contragewicht,5,3,contragewicht,2,2
1217,steen,3D,5,3,d,0,0
1141,steen,dak,5,3,dak,2,2
1177,steen,dak,5,3,dak,2,2
1143,steen,Dam,5,3,dam,1,1
1161,steen,dam,5,3,dam,1,1
1219,steen,dam,5,3,dam,1,1
1179,steen,dam bouwen,5,3,dam bouwen,1,1
1212,steen,dam bouwen,5,3,dam bouwen,1,1
1136,steen,decoratie,5,3,decoratie,3,3
1173,steen,decoratie,5,3,decoratie,3,3
1195,steen,Als decoratie,5,3,decoratie,3,3
1212,steen,decoratie,5,3,decoratie,3,3
1225,steen,decoratie,5,3,decoratie,3,3
1233,steen,decoratie,5,3,decoratie,3,3
1132,steen,als decoratie beschilderen,5,3,decoratie beschilderen,4,3
1137,steen,Decoreren,5,3,decoreren,3,3
1191,steen,decoreren,5,3,decoreren,3,3
1239,steen,deksel,5,3,deksel,4,4
1146,steen,deur mee open breken,5,3,deur open breken,2,2
1130,steen,een deur openhouden,5,3,deur openhouden,2,2
1199,steen,Deuropenhouder,5,3,deur openhouden,2,2
1145,steen,deur openmaken,5,3,deur openmaken,3,2
1203,steen,deur stop,5,3,deur stop,2,2
1136,steen,deur stopper,5,3,deur stopper,2,2
1148,steen,als deur tegenhouder,5,3,deur tegenhouder,2,2
1179,steen,deurpost,5,3,deurpost,2,2
1138,steen,Deurstop,5,3,deurstopper,2,2
1141,steen,deurstop,5,3,deurstopper,2,2
1147,steen,deurstopper,5,3,deurstopper,2,2
1155,steen,deurstop,5,3,deurstopper,2,2
1169,steen,deurstop,5,3,deurstopper,2,2
1184,steen,Deurstop,5,3,deurstopper,2,2
1208,steen,deurstopper,5,3,deurstopper,2,2
1213,steen,deurstop,5,3,deurstopper,2,2
1235,steen,deurstopper,5,3,deurstopper,2,2
1241,steen,deurstop,5,3,deurstopper,2,2
1143,steen,dienblad,5,3,dienblad,5,3
1220,steen,om dingen mee glad te strijken,5,3,dingen glad strijken,3,4
1174,steen,dingen mee kapot slaan,5,3,dingen kapot slaan,2,2
1208,steen,op dingen leggen zodat ze niet wegwaaien,5,3,dingen leggen zodat niet wegwaaien,2,2
1220,steen,om dingen mee plat te drukken,5,3,dingen plat drukken,3,2
1181,steen,dingen uitbeelden,5,3,dingen uitbeelden,3,3
1128,steen,domino baan maken,5,3,domino baan,5,3
1147,steen,dominosteen,5,3,dominosteen,5,3
1238,steen,doormidden slaan,5,3,doormidden slaan,3,2
1144,steen,Om dozen dicht te houden,5,3,dozen dicht houden,3,3
1139,steen,drempel,5,3,drempel,3,1
1145,steen,dronken avonturen mee beleven,5,3,dronken avonturen beleven,5,4
1160,steen, druk uitoefenen,5,3,druk uitoefenen,2,2
1240,steen,ik heb dit al eerder gezien,5,3,eerder gezien,0,0
1148,steen,egel,5,3,egel,4,4
1198,steen,ei op bakken,5,3,ei bakken,3,3
1226,steen,op elkaar stapelen,5,3,elkaar stapelen,1,1
1187,steen,elke baksteen een andere kleur en daar een 'schilderij van maken',5,3,elke baksteen kleur schilderij,4,3
1228,steen,erop balanceren,5,3,erop balanceren,3,2
1135,steen,erop gaan staan,5,3,erop gaan staan,2,2
1129,steen,erop gaan zitten,5,3,erop gaan zitten,2,2
1153,steen,erop een handstand maken,5,3,erop handstand,4,2
1153,steen,erop staan,5,3,erop staan,2,2
1153,steen,erop zitten,5,3,erop zitten,2,2
1228,steen,erop zitten,5,3,erop zitten,2,2
1225,steen,erosie,5,3,erosie,0,0
1225,steen,eten,5,3,eten,3,3
1153,steen,figuurtje van zagen,5,3,figuurtje zagen,3,3
1194,steen,flat,5,3,flat,1,1
1179,steen,frame,5,3,frame,3,3
1146,steen,frisbee,5,3,frisbee,4,4
1148,steen,gat in grond dempen,5,3,gat grond dempen,3,2
1200,steen,kan je gebruiken om een gebiedje af te bakenen,5,3,gebiedje af bakenen,2,2
1134,steen,gebouw,5,3,gebouw,1,1
1148,steen,gebouw,5,3,gebouw,1,1
1194,steen,gebouw,5,3,gebouw,1,1
1132,steen,andere gebouwen bouwen,5,3,gebouwen bouwen,1,1
1150,steen,gebouwen bouwen,5,3,gebouwen bouwen,1,1
1239,steen,ik heb dit al gedaan,5,3,gedaan,0,0
1177,steen,gesteente,5,3,gesteente,1,1
1217,steen,gesteente,5,3,gesteente,1,1
1148,steen,als gewicht,5,3,gewicht,2,2
1163,steen,Gewicht,5,3,gewicht,2,2
1190,steen,als gewicht,5,3,gewicht,2,2
1223,steen,gewich,5,3,gewicht,2,2
1231,steen,gebruiken als gewicht,5,3,gewicht,2,2
1203,steen,gewicht om mee te gewicht heffen,5,3,gewicht gewicht heffen,3,3
1228,steen,gewicht mee heffen,5,3,gewicht heffen,3,3
1208,steen,gewicht voor sport,5,3,gewicht sport,3,3
1154,steen,gewicht om voorwerp op zijn plek te houden,5,3,gewicht voorwerp plek houden,2,3
1199,steen,Gewichten voor sporten,5,3,gewichten sporten,3,3
1136,steen,gewichtheffen,5,3,gewichtheffen,3,3
1212,steen,gewichtheffen,5,3,gewichtheffen,3,3
1210,steen,gewichtje,5,3,gewichtje,2,2
1225,steen,gezellig,5,3,gezellig,0,0
1140,steen,door glas gooien in geval van nood,5,3,glas gooien geval nood,2,2
1155,steen,goedkope bouwblokken voor je kinderen,5,3,goedkope bouwblokken kinderen,2,2
1134,steen,gooien,5,3,gooien,2,2
1135,steen,gooien,5,3,gooien,2,2
1137,steen,gooien,5,3,gooien,2,2
1142,steen,gooien,5,3,gooien,2,2
1145,steen,gooien,5,3,gooien,2,2
1148,steen,gooien ermee,5,3,gooien,2,2
1151,steen,gooien,5,3,gooien,2,2
1153,steen,gooien,5,3,gooien,2,2
1158,steen,mee gooien,5,3,gooien,2,2
1163,steen,Gooien,5,3,gooien,2,2
1166,steen,gooien,5,3,gooien,2,2
1172,steen,naar iemand gooien,5,3,gooien,2,2
1173,steen,gooien,5,3,gooien,2,2
1174,steen,gooien,5,3,gooien,2,2
1180,steen,gooien,5,3,gooien,2,2
1183,steen,gooien,5,3,gooien,2,2
1185,steen,naar iemand gooien,5,3,gooien,2,2
1189,steen,Gooien,5,3,gooien,2,2
1191,steen,gooien,5,3,gooien,2,2
1192,steen,gooien,5,3,gooien,2,2
1195,steen,gooien,5,3,gooien,2,2
1201,steen,gooien,5,3,gooien,2,2
1204,steen,GOOIEN,5,3,gooien,2,2
1206,steen,gooien,5,3,gooien,2,2
1216,steen,gooien,5,3,gooien,2,2
1220,steen,om mee over te gooien,5,3,gooien,3,2
1221,steen,om mee te gooien,5,3,gooien,2,2
1228,steen,gooien,5,3,gooien,2,2
1232,steen,gooien,5,3,gooien,2,2
1237,steen,iets om mee te gooien,5,3,gooien,2,2
1207,steen,gooien door een ruit,5,3,gooien ruit,2,2
1157,steen,gootsteen,5,3,gootsteen,3,2
1143,steen,grafkist,5,3,grafkist,3,2
1143,steen,grensrechter stopper,5,3,grensrechter stopper,4,4
1162,steen,grond,5,3,grond,1,1
1215,steen,grond,5,3,grond,1,1
1131,steen,hamer,5,3,hamer,4,3
1139,steen,hamer,5,3,hamer,4,3
1141,steen,hamer,5,3,hamer,4,3
1142,steen,hamer,5,3,hamer,4,3
1161,steen,hamer,5,3,hamer,4,3
1179,steen,hamer,5,3,hamer,4,3
1186,steen,hamer,5,3,hamer,4,3
1239,steen,hamer,5,3,hamer,4,3
1180,steen,hameren,5,3,hameren,4,3
1202,steen,hard,5,3,hard,0,0
1225,steen,hard,5,3,hard,0,0
1135,steen,op je hoofd leggen,5,3,hoofd leggen,4,3
1134,steen,huis,5,3,huis,1,1
1149,steen,huis,5,3,huis,1,1
1152,steen,huis,5,3,huis,1,1
1157,steen,huis,5,3,huis,1,1
1161,steen,huis,5,3,huis,1,1
1162,steen,huis,5,3,huis,1,1
1167,steen,huis,5,3,huis,1,1
1176,steen,huis,5,3,huis,1,1
1177,steen,huis ,5,3,huis,1,1
1187,steen,huis,5,3,huis,1,1
1194,steen,huis,5,3,huis,1,1
1196,steen,huis,5,3,huis,1,1
1201,steen,huis,5,3,huis,1,1
1202,steen,huis,5,3,huis,1,1
1205,steen,huis,5,3,huis,1,1
1215,steen,huis,5,3,huis,1,1
1217,steen,huis,5,3,huis,1,1
1219,steen,huis,5,3,huis,1,1
1225,steen,huis,5,3,huis,1,1
1237,steen,huis,5,3,huis,1,1
1130,steen,je kan het gebruiken om een huis mee te bouwen,5,3,huis bouwen,1,1
1132,steen,huis bouwen,5,3,huis bouwen,1,1
1136,steen,huis bouwen,5,3,huis bouwen,1,1
1139,steen,huis bouwen,5,3,huis bouwen,1,1
1140,steen,huis bouwen,5,3,huis bouwen,1,1
1144,steen,Huisbouwen,5,3,huis bouwen,1,1
1145,steen,huis bouwen,5,3,huis bouwen,1,1
1153,steen,huis bouwen,5,3,huis bouwen,1,1
1154,steen,huis bouwen,5,3,huis bouwen,1,1
1156,steen,huis bouwen,5,3,huis bouwen,1,1
1158,steen,huis bouwen,5,3,huis bouwen,1,1
1165,steen,huis bouwen,5,3,huis bouwen,1,1
1166,steen,huis bouwen,5,3,huis bouwen,1,1
1168,steen,huis bouwen,5,3,huis bouwen,1,1
1171,steen,huis bouwen,5,3,huis bouwen,1,1
1172,steen,huis bouwen,5,3,huis bouwen,1,1
1178,steen,huis bouwen,5,3,huis bouwen,1,1
1179,steen,huis bouwen,5,3,huis bouwen,1,1
1182,steen,Huis bouwen,5,3,huis bouwen,1,1
1185,steen,huis bouwen,5,3,huis bouwen,1,1
1190,steen,huis bouwen,5,3,huis bouwen,1,1
1199,steen,Huis mee bouwen,5,3,huis bouwen,1,1
1207,steen,huis bouwen,5,3,huis bouwen,1,1
1208,steen,huis bouwen,5,3,huis bouwen,1,1
1209,steen,huis bouwen,5,3,huis bouwen,1,1
1212,steen,huis bouwen,5,3,huis bouwen,1,1
1216,steen,huis bouwen,5,3,huis bouwen,1,1
1218,steen,huis bouwen,5,3,huis bouwen,1,1
1220,steen,om een huis te bouwen,5,3,huis bouwen,1,1
1221,steen,huis bouwen,5,3,huis bouwen,1,1
1222,steen,HUIS BOUWEN,5,3,huis bouwen,1,1
1229,steen,huis bouwen,5,3,huis bouwen,1,1
1230,steen,huis bouwen,5,3,huis bouwen,1,1
1232,steen,huis bouwnen,5,3,huis bouwen,1,1
1145,steen,huis slopen,5,3,huis slopen,2,2
1201,steen,huisdier,5,3,huisdier,4,4
1153,steen,als huisdier hoduen,5,3,huisdier houden,4,4
1150,steen,huizen bouwen ,5,3,huizen bouwen,1,1
1193,steen,huizen bouwen,5,3,huizen bouwen,1,1
1211,steen,huizen bouwen,5,3,huizen bouwen,1,1
1226,steen,huizen bouwen,5,3,huizen bouwen,1,1
1231,steen,een hunnebed maken,5,3,hunebed,3,2
1219,steen,hut,5,3,hut,1,1
1208,steen,huttenbouwer,5,3,huttenbouwer,1,1
1210,steen,geen idee,5,3,idee,0,0
1210,steen,geen idee,5,3,idee,0,0
1210,steen,geen idee,5,3,idee,0,0
1210,steen,geen idee,5,3,idee,0,0
1169,steen,iemands kop mee in slaan,5,3,iemands kop slaan,2,2
1159,steen,inbreken,5,3,inbreken,2,2
1225,steen,italiaanse bol,5,3,Italiaanse bol,3,4
1192,steen,jongleren,5,3,jongleren,4,3
1208,steen,kampvuur,5,3,kampvuur,3,2
1169,steen,kampvuur bouwen,5,3,kampvuur bouwen,3,2
1159,steen,kampvuur rand,5,3,kampvuur rand,2,2
1149,steen,iets kapot maken,5,3,kapot,2,2
1189,steen,Kapot maken (ander voorwerp),5,3,kapot,2,2
1217,steen,kapot,5,3,kapot,2,2
1224,steen,Kapot maken,5,3,kapot,2,2
1200,steen,kapot breken van een kokosnoot,5,3,kapot breken kokosnoot,3,2
1132,steen,kapot gooien,5,3,kapot gooien,2,2
1135,steen,kapot slaan,5,3,kapot slaan,2,2
1199,steen,Om iets mee kapot te slaan,5,3,kapot slaan,2,2
1128,steen,kasteel,5,3,kasteel,1,1
1161,steen,kasteel,5,3,kasteel,1,1
1194,steen,kasteel,5,3,kasteel,1,1
1145,steen,als kastje,5,3,kastje,3,3
1225,steen,kei,5,3,kei,1,1
1187,steen,kerk,5,3,kerk,1,1
1153,steen,ketting van maken,5,3,ketting,4,4
1145,steen,een kind vermaken,5,3,kind vermaken,4,3
1235,steen,om een kleed op zijn plek te houden,5,3,kleed plek houden,3,2
1225,steen,klei,5,3,klei,3,3
1231,steen,iemand knockout slaan,5,3,knock out slaan,2,2
1153,steen,als knuffel gebruiken,5,3,knuffel,4,4
1183,steen,knuffel,5,3,knuffel,4,4
1201,steen,als knuffel gebruiken,5,3,knuffel,4,4
1158,steen,mee knutselen,5,3,knutselen,3,3
1201,steen,knutselen,5,3,knutselen,3,3
1221,steen,knutselen,5,3,knutselen,3,3
1146,steen,kogelwerpen,5,3,kogel werpen,3,3
1179,steen,kogelstoten,5,3,kogelstoten,3,3
1159,steen,kogelstoten / baksteenstoten,5,3,kogelstoten baksteenstoten,3,3
1225,steen,kok,5,3,kok,0,0
1225,steen,koken,5,3,koken,4,3
1230,steen,krassen maken op de stoep,5,3,krassen stoep,4,4
1215,steen,krijt,5,3,krijt,4,4
1206,steen,mee krijten,5,3,krijten,4,4
1178,steen,krijtje,5,3,krijtje,4,4
1217,steen,kruiwagen,5,3,kruiwagen,0,0
1142,steen,kruk ,5,3,kruk,2,1
1141,steen,kunsrt,5,3,kunst,3,3
1213,steen,kunst,5,3,kunst,3,3
1190,steen,kunstvoorwerp,5,3,kunstvoorwerp,3,3
1149,steen,kunstwerk,5,3,kunstwerk,3,3
1162,steen,kunstwerk,5,3,kunstwerk,3,3
1203,steen,kunstwerk,5,3,kunstwerk,3,3
1159,steen,kunstwerk metbaksteengruis,5,3,kunstwerk baksteengruis,3,3
1172,steen,kunstwerk maken van bakstenen,5,3,kunstwerk bakstenen,3,3
1207,steen,kunstwerk van bouwen,5,3,kunstwerk bouwen,3,3
1129,steen,als kussen gebruiken,5,3,kussen,4,3
1161,steen,kussen,5,3,kussen,4,3
1203,steen,kussen ,5,3,kussen,4,3
1228,steen,als kussen gebruiken,5,3,kussen,4,3
1238,steen,als kussen gebruiken,5,3,kussen,4,3
1151,steen,laten vallen ,5,3,laten vallen,2,2
1180,steen,laten vallen,5,3,laten vallen,2,2
1216,steen,laten vallen,5,3,laten vallen,2,2
1188,steen,iets laten zinken,5,3,laten zinken,2,2
1188,steen, iets laten zinken in water,5,3,laten zinken water,2,2
1165,steen,op zijn zij leggen,5,3,leggen,1,2
1173,steen,op iets leggen zodat het niet weg waait,5,3,leggen zodat niet weg waait,2,2
1198,steen,als lego blokjes gebruiken,5,3,LEGO blokjes,3,4
1225,steen,lekker,5,3,lekker,0,0
1173,steen,liniaal,5,3,liniaal,4,3
1180,steen,mee lopen,5,3,lopen,2,1
1180,steen,op lopen,5,3,lopen,2,1
1230,steen,op losse bakstenen lopen,5,3,losse bakstenen lopen,3,1
1134,steen,malen,5,3,malen,3,2
1217,steen,materiaal,5,3,materiaal,1,1
1151,steen,meenemen,5,3,meenemen,1,2
1173,steen,meetlat,5,3,meetlat,4,4
1155,steen,mensen doden,5,3,mensen doden,2,2
1152,steen,op mensen gooien,5,3,mensen gooien,2,2
1134,steen,metselen,5,3,metselen,1,1
1174,steen,metselen,5,3,metselen,1,1
1177,steen,metselen,5,3,metselen,1,1
1180,steen,metselen,5,3,metselen,1,1
1201,steen,metselen,5,3,metselen,1,1
1204,steen,metselen,5,3,metselen,1,1
1206,steen,metselen,5,3,metselen,1,1
1234,steen,Metselen,5,3,metselen,1,1
1142,steen,meubel,5,3,meubel,3,1
1143,steen,Mexicaanse muur,5,3,Mexicaanse muur,1,1
1151,steen,door midden breken ,5,3,midden breken,3,2
1129,steen,door midden slaan,5,3,midden slaan,3,2
1203,steen,mini stoeltje,5,3,mini stoeltje,2,2
1143,steen,moderne kunst,5,3,moderne kunst,3,3
1219,steen,monument,5,3,monument,1,1
1191,steen,moorden,5,3,moorden,2,2
1201,steen,moorden,5,3,moorden,2,2
1212,steen,moordwapen,5,3,moordwapen,2,2
1241,steen,moordwapen,5,3,moordwapen,2,2
1131,steen,muur,5,3,muur,1,1
1134,steen,muur,5,3,muur,1,1
1141,steen,muur,5,3,muur,1,1
1142,steen,muur,5,3,muur,1,1
1148,steen,muur,5,3,muur,1,1
1149,steen,muur,5,3,muur,1,1
1152,steen,muur,5,3,muur,1,1
1157,steen,muur,5,3,muur,1,1
1161,steen,muur,5,3,muur,1,1
1162,steen,muur,5,3,muur,1,1
1167,steen,muur,5,3,muur,1,1
1173,steen,muur,5,3,muur,1,1
1176,steen,muur,5,3,muur,1,1
1177,steen,muur,5,3,muur,1,1
1179,steen,muur,5,3,muur,1,1
1183,steen,in een muur gebruiken,5,3,muur,1,1
1196,steen,muur,5,3,muur,1,1
1202,steen,muur,5,3,muur,1,1
1205,steen,muur,5,3,muur,1,1
1207,steen,muur,5,3,muur,1,1
1208,steen,muur,5,3,muur,1,1
1212,steen,muur maken,5,3,muur,1,1
1213,steen,muur,5,3,muur,1,1
1215,steen,muur,5,3,muur,1,1
1217,steen,muur,5,3,muur,1,1
1219,steen,muur,5,3,muur,1,1
1223,steen,muur,5,3,muur,1,1
1225,steen,muur,5,3,muur,1,1
1237,steen,muur,5,3,muur,1,1
1238,steen,muur maken,5,3,muur,1,1
1129,steen,muur bouwen,5,3,muur bouwen,1,1
1140,steen,muur bouwen,5,3,muur bouwen,1,1
1144,steen,Muur bouwen,5,3,muur bouwen,1,1
1159,steen,muur bouwen,5,3,muur bouwen,1,1
1160,steen,Muur bouwen,5,3,muur bouwen,1,1
1165,steen,muur bouwen,5,3,muur bouwen,1,1
1169,steen,muur bouwen,5,3,muur bouwen,1,1
1172,steen,muur bouwen,5,3,muur bouwen,1,1
1184,steen,muur bouwen,5,3,muur bouwen,1,1
1186,steen,muur bouwen,5,3,muur bouwen,1,1
1188,steen,muur bouwen,5,3,muur bouwen,1,1
1198,steen,muur bouwen,5,3,muur bouwen,1,1
1216,steen,muur bouwen,5,3,muur bouwen,1,1
1222,steen,muur bouwen,5,3,muur bouwen,1,1
1231,steen,muur bouwen,5,3,muur bouwen,1,1
1241,steen,muur bouwen,5,3,muur bouwen,1,1
1151,steen,op een muur plakken met cement ,5,3,muur plakken cement,1,1
1217,steen,muurtje,5,3,muurtje,1,1
1168,steen,muurtje bouwen,5,3,muurtje bouwen,1,1
1211,steen, muurtjes maken,5,3,muurtjes,1,1
1230,steen,muziek maken,5,3,muziek,4,3
1168,steen,namaak klompen van maken,5,3,namaak klompen,5,4
1231,steen,op een nat boek leggen om goed te laten drogen,5,3,nat boek leggen goed laten drogen,3,4
1165,steen,natekenen,5,3,natekenen,4,3
1135,steen,neerleggen,5,3,neerleggen,1,2
1180,steen,neerleggen,5,3,neerleggen,1,2
1234,steen,neerleggen,5,3,neerleggen,1,2
1153,steen,gebruiken als nep mobieltje,5,3,nep mobieltje,4,3
1193,steen, niet alleen huizen,5,3,niet alleen huizen,1,1
1145,steen,notenkraker,5,3,notenkraker,3,3
1156,steen,notenkraker,5,3,notenkraker,3,3
1137,steen,Je kan hem gebruiken als een notitieblok,5,3,notitieblok,5,4
1135,steen,omdraaien,5,3,omdraaien,1,2
1148,steen,omheinnig,5,3,omheining,2,2
1151,steen,omhoog gooien,5,3,omhoog gooien,2,2
1180,steen,omhoog gooien,5,3,omhoog gooien,2,2
1180,steen,omhoog houden,5,3,omhoog houden,3,2
1151,steen,omrollen,5,3,omrollen,1,2
1225,steen,onbreekbaar,5,3,onbreekbaar,0,0
1138,steen,Onderdeel van muur,5,3,onderdeel muur,1,1
1163,steen,Ondersteunen,5,3,ondersteunen,2,2
1207,steen,ondersteuning voor een tafel als de tafel oneven is,5,3,ondersteuning tafel tafel oneven,3,2
1131,steen,onderzetter,5,3,onderzetter,3,2
1138,steen,Onderzetter,5,3,onderzetter,3,2
1164,steen,onderzetter,5,3,onderzetter,3,2
1193,steen,als onderzetter,5,3,onderzetter,3,2
1213,steen,onderzetter,5,3,onderzetter,3,2
1220,steen,als onderzetter,5,3,onderzetter,3,2
1235,steen,onderzetter,5,3,onderzetter,3,2
