"ID","prompt","response","set","lab","rater1","rater2","CAAC_TOT","Openness"
2,"aspirapolvere","asciugatutto",17,10,2,2,1.5222222222222221,5
2,"aspirapolvere","aspirapolvere",17,10,1,1,1.5222222222222221,5
2,"aspirapolvere","impianto di areazione",17,10,3,3,1.5222222222222221,5
2,"aspirapolvere","microfono",17,10,3,3,1.5222222222222221,5
2,"banana","amaca per le barbie",17,10,3,2,1.5222222222222221,5
2,"banana","boomerang",17,10,2,2,1.5222222222222221,5
2,"guanto","palloncino",17,10,2,2,1.5222222222222221,5
2,"guanto","porta acqua (se il materiale è resistente)",17,10,2,2,1.5222222222222221,5
2,"guanto","se si tagliano le cuciture delle dita, può diventare un capo d'abbigliamento per le bambole",17,10,3,3,1.5222222222222221,5
2,"guanto","vaso per piante / anche appeso, come -> orto verticale",17,10,3,3,1.5222222222222221,5
2,"lampadina","bicchiere piccolo",17,10,2,2,1.5222222222222221,5
2,"lampadina","la parte inferiore può diventare un anello",17,10,3,3,1.5222222222222221,5
2,"libro","astuccio",17,10,3,3,1.5222222222222221,5
2,"libro","borsa",17,10,3,3,1.5222222222222221,5
2,"libro","le pagine possono essere sostituite alla legna da buttare nel caminetto",17,10,2,2,1.5222222222222221,5
2,"libro","portagioie",17,10,2,2,1.5222222222222221,5
2,"libro","portamonete",17,10,2,2,1.5222222222222221,5
2,"martello","freno dei pattini",17,10,4,3,1.5222222222222221,5
2,"martello","gioco per bambini (tipo i cavalli o animali da salire sopra)",17,10,3,3,1.5222222222222221,5
2,"martello","peso da palestra",17,10,2,2,1.5222222222222221,5
2,"martello","trascina persone quando si scia",17,10,4,3,1.5222222222222221,5
2,"mattone","peso da lanciare (in atletica)",17,10,3,2,1.5222222222222221,5
2,"mattone","sedia",17,10,2,2,1.5222222222222221,5
2,"mattone","tavolo basso",17,10,2,3,1.5222222222222221,5
2,"mattone","vaso per piante piccole (da inserire nei suoi buchi)",17,10,2,2,1.5222222222222221,5
3,"guanto","porta anelli (recipiente/contenitore)",17,10,3,2,1.4444444444444444,5.5
3,"guanto","pulire",17,10,1,1,1.4444444444444444,5.5
3,"guanto","sotto piede per quando passi il mocio/straccio",17,10,3,3,1.4444444444444444,5.5
3,"guanto","sottopentola",17,10,2,2,1.4444444444444444,5.5
3,"lampadina","luce",17,10,1,1,1.4444444444444444,5.5
3,"lampadina","palla per albero di Natale",17,10,2,2,1.4444444444444444,5.5
3,"lampadina","porta penne",17,10,2,2,1.4444444444444444,5.5
3,"lampadina","sopramobile/arredo",17,10,2,2,1.4444444444444444,5.5
3,"libro","appoggia computer per non surriscaldarlo",17,10,3,2,1.4444444444444444,5.5
3,"libro","coprisole",17,10,2,2,1.4444444444444444,5.5
3,"libro","quadro",17,10,2,3,1.4444444444444444,5.5
3,"libro","righello",17,10,2,2,1.4444444444444444,5.5
3,"libro","scala/gradino",17,10,2,2,1.4444444444444444,5.5
3,"martello","appoggia libri",17,10,2,3,1.4444444444444444,5.5
3,"martello","auto difesa",17,10,2,2,1.4444444444444444,5.5
3,"martello","mestolo",17,10,2,2,1.4444444444444444,5.5
3,"martello","oggetto per arrampicata",17,10,3,3,1.4444444444444444,5.5
3,"mattone","appoggia testa",17,10,2,2,1.4444444444444444,5.5
3,"mattone","coltivare piantine",17,10,2,2,1.4444444444444444,5.5
3,"mattone","gradino",17,10,2,2,1.4444444444444444,5.5
3,"mattone","oggetto di difesa",17,10,2,2,1.4444444444444444,5.5
3,"mattone","pesi per la palestra",17,10,2,2,1.4444444444444444,5.5
3,"accendino","anti stress",17,10,2,1,1.4444444444444444,5.5
3,"accendino","tronco",17,10,3,3,1.4444444444444444,5.5
3,"accetta","aiutarti a prendere un oggetto distante",17,10,2,3,1.4444444444444444,5.5
3,"accetta","coltello",17,10,2,2,1.4444444444444444,5.5
3,"appendino","appendere collane",17,10,2,2,1.4444444444444444,5.5
3,"appendino","per giocare",17,10,2,2,1.4444444444444444,5.5
3,"appendino","usato per esercizi di ginnastica",17,10,2,3,1.4444444444444444,5.5
3,"aspirapolvere","antistress",17,10,3,3,1.4444444444444444,5.5
3,"aspirapolvere","appendi abito",17,10,3,3,1.4444444444444444,5.5
3,"aspirapolvere","può essere usata per una gara di corsa",17,10,4,4,1.4444444444444444,5.5
3,"aspirapolvere","sedia",17,10,2,2,1.4444444444444444,5.5
3,"aspirapolvere","tubo",17,10,2,2,1.4444444444444444,5.5
3,"banana","disegnare un sorriso",17,10,2,2,1.4444444444444444,5.5
3,"banana","per acconciature dei capelli",17,10,3,3,1.4444444444444444,5.5
3,"banana","porta chiave",17,10,3,3,1.4444444444444444,5.5
3,"cappello","contenitore",17,10,2,2,1.4444444444444444,5.5
3,"cappello","freesbe",17,10,2,2,1.4444444444444444,5.5
3,"cappello","vassoio",17,10,2,2,1.4444444444444444,5.5
3,"cestino","altalena",17,10,2,2,1.4444444444444444,5.5
3,"cestino","borsa",17,10,2,2,1.4444444444444444,5.5
3,"cestino","culla",17,10,2,2,1.4444444444444444,5.5
3,"cestino","porta ombrelli",17,10,2,1,1.4444444444444444,5.5
3,"cestino","scarpiera",17,10,2,2,1.4444444444444444,5.5
3,"cestino","se si rovescia può essere usato come appoggia abiti/asciugamani",17,10,3,2,1.4444444444444444,5.5
3,"cestino","vaso",17,10,2,2,1.4444444444444444,5.5
3,"coltello","arma",17,10,1,2,1.4444444444444444,5.5
3,"coltello","forbici",17,10,2,2,1.4444444444444444,5.5
3,"coltello","se si usa al contrario può essere segno di riconoscimento, magari affiancato da un'etichetta",17,10,4,3,1.4444444444444444,5.5
3,"coltello","segna libro",17,10,2,2,1.4444444444444444,5.5
3,"cucchiaio","appendi quadro",17,10,3,3,1.4444444444444444,5.5
3,"cucchiaio","usato come bilancia in base ai gr che riesce a contenere",17,10,2,2,1.4444444444444444,5.5
3,"cucchiaio","usato come forma di trucco per l'occhio",17,10,3,2,1.4444444444444444,5.5
3,"graffetta","se viene sformato può essere usato come blocco di una porta per non farla chiudere bene",17,10,3,2,1.4444444444444444,5.5
3,"graffetta","usare come ciondolo di una collana/orecchino/bracciale",17,10,2,2,1.4444444444444444,5.5
3,"barattolo","contenitore per liquido",17,10,2,1,1.4444444444444444,5.5
3,"barattolo","porta penne",17,10,2,2,1.4444444444444444,5.5
3,"barattolo","può essere usato come strumento dietro au un veicolo",17,10,2,2,1.4444444444444444,5.5
3,"barattolo","rialzo",17,10,2,3,1.4444444444444444,5.5
3,"barattolo","tazza",17,10,2,2,1.4444444444444444,5.5
3,"barattolo","vaso",17,10,2,2,1.4444444444444444,5.5
3,"bicicletta","campanello",17,10,1,3,1.4444444444444444,5.5
3,"bicicletta","con la sua lucina davanti può essere usata come palo della luce",17,10,3,3,1.4444444444444444,5.5
3,"bicicletta","panchina",17,10,2,2,1.4444444444444444,5.5
3,"bicicletta","se rialzata da qualcosa può indicare in quale parte soffia il vento",17,10,4,4,1.4444444444444444,5.5
3,"borsa","cestino per una bicicletta",17,10,3,3,1.4444444444444444,5.5
3,"borsa","contenitore della spazzatura",17,10,2,2,1.4444444444444444,5.5
3,"borsa","cuscino",17,10,2,2,1.4444444444444444,5.5
3,"botte","cassa",17,10,2,3,1.4444444444444444,5.5
3,"botte","comodino",17,10,2,2,1.4444444444444444,5.5
3,"botte","ruota",17,10,2,2,1.4444444444444444,5.5
3,"botte","sedia",17,10,2,2,1.4444444444444444,5.5
3,"botte","tamburo",17,10,2,3,1.4444444444444444,5.5
3,"botte","tavolo",17,10,2,2,1.4444444444444444,5.5
3,"bottiglietta","per giocare a baseball",17,10,3,3,1.4444444444444444,5.5
3,"bottiglietta","porta bracciali",17,10,3,2,1.4444444444444444,5.5
3,"bottiglietta","usata dai giocolieri come oggetto di gioco",17,10,2,2,1.4444444444444444,5.5
4,"cappello","cestino",17,10,2,2,1.3333333333333333,5.5
4,"cappello","decorazione da parete",17,10,2,2,1.3333333333333333,5.5
4,"cappello","svuotatasche",17,10,2,2,1.3333333333333333,5.5
4,"cestino","cappello",17,10,2,2,1.3333333333333333,5.5
4,"cestino","cuccia per il cane",17,10,2,2,1.3333333333333333,5.5
4,"cestino","fruttiera",17,10,2,1,1.3333333333333333,5.5
4,"cestino","montacarichi",17,10,2,2,1.3333333333333333,5.5
4,"coltello","forchetta",17,10,3,2,1.3333333333333333,5.5
4,"coltello","specchio",17,10,2,2,1.3333333333333333,5.5
4,"cucchiaio","bracciale",17,10,2,2,1.3333333333333333,5.5
4,"cucchiaio","catapulta",17,10,3,2,1.3333333333333333,5.5
4,"cucchiaio","paletta",17,10,2,2,1.3333333333333333,5.5
4,"cucchiaio","sonaglio",17,10,3,3,1.3333333333333333,5.5
4,"cucchiaio","specchio",17,10,2,2,1.3333333333333333,5.5
4,"graffetta","bottone",17,10,2,2,1.3333333333333333,5.5
4,"graffetta","forcina",17,10,2,2,1.3333333333333333,5.5
4,"graffetta","orecchino",17,10,2,2,1.3333333333333333,5.5
4,"graffetta","portachiavi",17,10,2,2,1.3333333333333333,5.5
4,"guanto","presina",17,10,1,2,1.3333333333333333,5.5
4,"guanto","sacchetto",17,10,2,2,1.3333333333333333,5.5
4,"guanto","ventaglio",17,10,2,2,1.3333333333333333,5.5
4,"lampadina","marionetta",17,10,3,3,1.3333333333333333,5.5
4,"libro","fermacarte",17,10,2,2,1.3333333333333333,5.5
4,"libro","gradino",17,10,2,2,1.3333333333333333,5.5
4,"martello","mattarello",17,10,2,3,1.3333333333333333,5.5
4,"martello","stampino",17,10,2,3,1.3333333333333333,5.5
4,"mattone","lima",17,10,2,3,1.3333333333333333,5.5
4,"mattone","pedana",17,10,2,3,1.3333333333333333,5.5
4,"mattone","portapenne",17,10,2,2,1.3333333333333333,5.5
4,"accendino","candela",17,10,2,2,1.3333333333333333,5.5
4,"accendino","schiaccia noci",17,10,2,3,1.3333333333333333,5.5
4,"accendino","stappa bottiglie",17,10,2,2,1.3333333333333333,5.5
4,"accetta","coltello",17,10,2,2,1.3333333333333333,5.5
4,"accetta","paletta",17,10,2,2,1.3333333333333333,5.5
4,"appendino","mensola",17,10,2,2,1.3333333333333333,5.5
4,"appendino","mobile portachiavi",17,10,2,3,1.3333333333333333,5.5
4,"appendino","porta vaso per piante pensili",17,10,3,3,1.3333333333333333,5.5
4,"aspirapolvere","carrellino",17,10,2,2,1.3333333333333333,5.5
4,"aspirapolvere","scaldino",17,10,3,2,1.3333333333333333,5.5
4,"aspirapolvere","spara coriandoli",17,10,3,3,1.3333333333333333,5.5
4,"banana",NA,17,10,NA,NA,1.3333333333333333,5.5
4,"barattolo","canestro",17,10,2,2,1.3333333333333333,5.5
4,"barattolo","cappello",17,10,2,2,1.3333333333333333,5.5
4,"barattolo","portapenne",17,10,2,2,1.3333333333333333,5.5
4,"barattolo","scolapasta",17,10,3,3,1.3333333333333333,5.5
4,"barattolo","stampinotaglia carta",17,10,3,3,1.3333333333333333,5.5
4,"bicicletta","ventilatore",17,10,3,2,1.3333333333333333,5.5
4,"borsa","cappello",17,10,2,2,1.3333333333333333,5.5
4,"borsa","peso",17,10,2,2,1.3333333333333333,5.5
4,"botte","strumento musicale a percussione",17,10,2,2,1.3333333333333333,5.5
4,"botte","tavolo",17,10,2,2,1.3333333333333333,5.5
4,"bottiglietta","imbuto",17,10,2,2,1.3333333333333333,5.5
4,"bottiglietta","innaffiatoio",17,10,2,2,1.3333333333333333,5.5
4,"bottiglietta","misurino",17,10,2,3,1.3333333333333333,5.5
4,"bottiglietta","pesocolino",17,10,3,2,1.3333333333333333,5.5
5,"accendino",NA,17,10,NA,NA,1.5555555555555556,6.5
5,"accetta","metterla in giradino a forma di ""L""",17,10,3,2,1.5555555555555556,6.5
5,"accetta","ornamento",17,10,2,2,1.5555555555555556,6.5
5,"accetta","scrivere una parola con altri oggetti",17,10,4,4,1.5555555555555556,6.5
5,"appendino","appendi foto",17,10,2,2,1.5555555555555556,6.5
5,"appendino","arco",17,10,3,3,1.5555555555555556,6.5
5,"appendino","gancio ""capitan uncino"" a carnevale",17,10,2,2,1.5555555555555556,6.5
5,"aspirapolvere","robot per bambini",17,10,3,2,1.5555555555555556,6.5
5,"banana","anatra, disegnando un puntino nero",17,10,4,4,1.5555555555555556,6.5
5,"banana","pistola giocattolo",17,10,2,2,1.5555555555555556,6.5
5,"banana","ponte in una torta",17,10,3,3,1.5555555555555556,6.5
5,"guanto","contenitore",17,10,2,2,1.5555555555555556,6.5
5,"guanto","cresta da gallo",17,10,2,2,1.5555555555555556,6.5
5,"guanto","saccapoche, bucando un dito",17,10,4,3,1.5555555555555556,6.5
5,"lampadina","mini mongolfiera",17,10,4,2,1.5555555555555556,6.5
5,"lampadina","parte superiore di un microfono",17,10,3,3,1.5555555555555556,6.5
5,"libro","base di appoggio",17,10,2,2,1.5555555555555556,6.5
5,"libro","rialzo",17,10,2,2,1.5555555555555556,6.5
5,"martello",NA,17,10,NA,NA,1.5555555555555556,6.5
5,"mattone","piantare semi",17,10,2,2,1.5555555555555556,6.5
5,"mattone","porta penne",17,10,2,2,1.5555555555555556,6.5
5,"cappello","canestro, bucandolo",17,10,3,3,1.5555555555555556,6.5
5,"cappello","cestino per la frutta o oggetti (capovolto)",17,10,2,2,1.5555555555555556,6.5
5,"cestino","colla per bimbo",17,10,2,3,1.5555555555555556,6.5
5,"cestino","elmetto gigante",17,10,3,3,1.5555555555555556,6.5
5,"cestino","guscio da tartaruga",17,10,4,4,1.5555555555555556,6.5
5,"coltello","per arrampicarsi",17,10,3,2,1.5555555555555556,6.5
5,"cucchiaio","asticelle del pendolo",17,10,3,3,1.5555555555555556,6.5
5,"cucchiaio","fionda",17,10,3,2,1.5555555555555556,6.5
5,"cucchiaio","paletta",17,10,2,2,1.5555555555555556,6.5
5,"cucchiaio","specchio deformante",17,10,3,2,1.5555555555555556,6.5
5,"graffetta","anello, piegandolo",17,10,2,2,1.5555555555555556,6.5
5,"graffetta","ferretto per capelli",17,10,2,2,1.5555555555555556,6.5
5,"barattolo","porta mestoli o stoviglie",17,10,2,2,1.5555555555555556,6.5
5,"barattolo","porta penne/pennarelli",17,10,2,2,1.5555555555555556,6.5
5,"barattolo","rimbombo del suono (megafono)",17,10,3,3,1.5555555555555556,6.5
5,"bicicletta","carrello portatile mettendoci sopra una tavola di legno o altro che faccia da appoggio",17,10,3,3,1.5555555555555556,6.5
5,"bicicletta","mettendola in verticale, usare i pedali come attrezzo per allenare i muscoli delle braccia",17,10,4,4,1.5555555555555556,6.5
5,"borsa","copricapo in situazioni di emrgenza se è vuota",17,10,2,2,1.5555555555555556,6.5
5,"borsa","culla per animali di piccola taglia",17,10,2,2,1.5555555555555556,6.5
5,"borsa","cuscino",17,10,2,2,1.5555555555555556,6.5
5,"botte","bateria per suono",17,10,3,3,1.5555555555555556,6.5
5,"botte","sgabello",17,10,2,2,1.5555555555555556,6.5
5,"botte","tavolino",17,10,2,3,1.5555555555555556,6.5
5,"bottiglietta","come peso e contrappeso",17,10,2,2,1.5555555555555556,6.5
6,"guanto","coprirsi dal freddo",17,10,2,1,1.7222222222222223,5
6,"guanto","fare giardinaggio",17,10,1,1,1.7222222222222223,5
6,"guanto","lavare i piatti",17,10,1,1,1.7222222222222223,5
6,"guanto","per gli infermieri per non prendere malattie",17,10,1,1,1.7222222222222223,5
6,"guanto","per i muratori per non farsi male",17,10,1,1,1.7222222222222223,5
6,"guanto","per i portieri quando devono parare",17,10,1,1,1.7222222222222223,5
6,"guanto","per non tagliarsi",17,10,1,2,1.7222222222222223,5
6,"guanto","pulire casa",17,10,1,1,1.7222222222222223,5
6,"lampadina","per fare luce",17,10,1,1,1.7222222222222223,5
6,"lampadina","per illuminare le case",17,10,1,1,1.7222222222222223,5
6,"lampadina","per illuminare le strade",17,10,1,1,1.7222222222222223,5
6,"lampadina","per riscaldare",17,10,2,2,1.7222222222222223,5
6,"lampadina","per trasformare la corrente",17,10,1,1,1.7222222222222223,5
6,"libro","per apprendere nuove conoscenze",17,10,1,1,1.7222222222222223,5
6,"libro","per aumentare la propria cultura",17,10,1,1,1.7222222222222223,5
6,"libro","per conoscere meglio tutto ciò che ci circonda",17,10,1,1,1.7222222222222223,5
6,"libro","per eliminare le pieghe dai fogli dai quaderni",17,10,2,3,1.7222222222222223,5
6,"libro","per leggere delle storie",17,10,1,1,1.7222222222222223,5
6,"libro","per mettere in piano un oggetto",17,10,2,2,1.7222222222222223,5
6,"libro","per studiare",17,10,1,1,1.7222222222222223,5
6,"martello","per appendere un quadro",17,10,1,1,1.7222222222222223,5
6,"martello","per attaccare ad una parete il televisore",17,10,1,1,1.7222222222222223,5
6,"martello","per costruire oggetti",17,10,1,1,1.7222222222222223,5
6,"martello","per fare rumore",17,10,2,2,1.7222222222222223,5
6,"martello","per inserire un chiodo",17,10,1,1,1.7222222222222223,5
6,"martello","per montare un mobile",17,10,1,1,1.7222222222222223,5
6,"martello","per non usare il trapano",17,10,2,1,1.7222222222222223,5
6,"martello","per rompere oggetti",17,10,1,2,1.7222222222222223,5
6,"martello","per rompere una parete",17,10,1,2,1.7222222222222223,5
6,"mattone","per costruire un rialzo",17,10,1,2,1.7222222222222223,5
6,"mattone","per costruire una casa",17,10,1,1,1.7222222222222223,5
6,"mattone","per creare delle pareti",17,10,1,1,1.7222222222222223,5
6,"mattone","per creare divisori",17,10,1,1,1.7222222222222223,5
6,"mattone","per riempirli con del cemento",17,10,2,1,1.7222222222222223,5
6,"barattolo","per contenere birra",17,10,1,1,1.7222222222222223,5
6,"barattolo","per contenere fagioli",17,10,1,1,1.7222222222222223,5
6,"barattolo","per contenere tonno",17,10,1,1,1.7222222222222223,5
6,"barattolo","per creare il gioco del tiro con la pistola a piombini",17,10,3,2,1.7222222222222223,5
6,"barattolo","per creare un rumore",17,10,2,2,1.7222222222222223,5
6,"barattolo","per crearsi un piano di un fornello",17,10,3,3,1.7222222222222223,5
6,"barattolo","per far rotolare un corpo",17,10,3,2,1.7222222222222223,5
6,"barattolo","per tagliare",17,10,2,2,1.7222222222222223,5
6,"bicicletta","mezzo di trasporto",17,10,1,1,1.7222222222222223,5
6,"bicicletta","per bruciare calorie",17,10,1,2,1.7222222222222223,5
6,"bicicletta","per fare sport",17,10,1,2,1.7222222222222223,5
6,"bicicletta","per fare un giro",17,10,1,1,1.7222222222222223,5
6,"bicicletta","per non inquinare",17,10,2,2,1.7222222222222223,5
6,"bicicletta","trasportare oggetti",17,10,2,2,1.7222222222222223,5
6,"borsa","per contenere cibo",17,10,1,1,1.7222222222222223,5
6,"borsa","per contenere oggetti",17,10,1,1,1.7222222222222223,5
6,"borsa","per essere alla moda",17,10,1,1,1.7222222222222223,5
6,"borsa","per risparmiare spazio",17,10,2,1,1.7222222222222223,5
6,"borsa","per sostenere meglio il peso da portar dietro",17,10,2,1,1.7222222222222223,5
6,"botte","per contenere aceto",17,10,1,1,1.7222222222222223,5
6,"botte","per contenere vino",17,10,1,1,1.7222222222222223,5
6,"botte","per far fermentare il vino",17,10,1,1,1.7222222222222223,5
