"ID","prompt","response","set","lab","response_cleaned","rater1","rater2","Total_CAQ","PI_originalityMean","JS_originalityMean","rater3","Total_KDOCS"
3,"brick","een obstakel voor knikkerbaan of iets anders",7,3,"obstakel knikkerbaan anders",3,3,2,NA,NA,3,159
3,"brick","een obstakel voor knikkerbaan of iets anders",7,3,"obstakel knikkerbaan anders",3,3,2,NA,NA,3,159
3,"brick","een obstakel voor knikkerbaan of iets anders",7,3,"obstakel knikkerbaan anders",3,3,2,NA,NA,3,159
3,"brick","een obstakel voor knikkerbaan of iets anders",7,3,"obstakel knikkerbaan anders",3,3,2,NA,NA,3,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","gewicht om mee te trainen",7,3,"gewicht trainen",3,4,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","houder om iets rechtop te laten staan",7,3,"houder rechtop laten staan",3,2,2,NA,NA,2,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","kegel",7,3,"kegel",3,0,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","krijt",7,3,"krijt",2,3,2,NA,NA,3,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","netje voor tafeltennis",7,3,"netje tafeltennis",5,4,2,NA,NA,4,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","onderzetter",7,3,"onderzetter",3,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","tafeltje",7,3,"tafeltje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
3,"brick","zitje",7,3,"zitje",2,2,2,NA,NA,2,159
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Geluid maken",7,3,"geluid",2,3,0,NA,NA,3,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Gooien",7,3,"gooien",1,1,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets aandrukken",7,3,"aandrukken",2,2,0,NA,NA,2,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
4,"brick","Iets bouwen",7,3,"bouwen",1,1,0,NA,NA,1,142
